,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
31,31,Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/ECh9L3cpbH,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/ECh9L3cpbH'],"['Verified', 'by', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'stayhome', 'https', 't.co/ECh9L3cpbH']","['Verified', 'coronavírus', 'covid19news', 'covıd', 'covidtimes', 'https', 'covid1948', 'covi̇d_19', 'coronaupdate', 'covidnews', 'coronavirüs', 'coronacapital', 't.co/ECh9L3cpbH', 'coronaout', 'volunteers', 'coronavirusindia', 'stayhome', 'coronavirusindiapdate', 'coronanews', 'coronaoutbreak', 'coronavirüsü', 'coronaviruslockdown', 'covi̇d19']",Verified by volunteers 
32,32,Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/3Bq5zyp85F,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/3Bq5zyp85F'],"['Verified', 'by', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'stayhome', 'https', 't.co/3Bq5zyp85F']","['Verified', 't.co/3Bq5zyp85F', 'coronavírus', 'covid19news', 'covıd', 'covidtimes', 'https', 'covid1948', 'covi̇d_19', 'coronaupdate', 'covidnews', 'coronavirüs', 'coronacapital', 'coronaout', 'volunteers', 'coronavirusindia', 'stayhome', 'coronavirusindiapdate', 'coronanews', 'coronaoutbreak', 'coronavirüsü', 'coronaviruslockdown', 'covi̇d19']",Verified by volunteers 
33,33,Verified by our volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948  https://t.co/yDpZPNFg14,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948']",[],['https://t.co/yDpZPNFg14'],"['Verified', 'by', 'our', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'https', 't.co/yDpZPNFg14']","['Verified', 'coronavírus', 'covid19news', 'covıd', 'covidtimes', 'https', 'covid1948', 'covi̇d_19', 'coronaupdate', 't.co/yDpZPNFg14', 'covidnews', 'coronavirüs', 'coronacapital', 'coronaout', 'volunteers', 'coronavirusindia', 'coronavirusindiapdate', 'coronanews', 'coronaoutbreak', 'coronavirüsü', 'coronaviruslockdown', 'covi̇d19']",Verified by our volunteers 
34,34,Verified by our volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948  https://t.co/5A7JYCniCc,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948']",[],['https://t.co/5A7JYCniCc'],"['Verified', 'by', 'our', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'https', 't.co/5A7JYCniCc']","['Verified', 'coronavírus', 'covid19news', 'covıd', 'covidtimes', 'https', 'covid1948', 'covi̇d_19', 'coronaupdate', 'covidnews', 'coronavirüs', 't.co/5A7JYCniCc', 'coronacapital', 'coronaout', 'volunteers', 'coronavirusindia', 'coronavirusindiapdate', 'coronanews', 'coronaoutbreak', 'coronavirüsü', 'coronaviruslockdown', 'covi̇d19']",Verified by our volunteers 
35,35,#srilanka bans travellers from India #COVID19 #coronavirus  https://t.co/l9QpRkIjC2,en,"['#srilanka', '#COVID19', '#coronavirus']",[],['https://t.co/l9QpRkIjC2'],"['srilanka', 'bans', 'travellers', 'from', 'India', 'COVID19', 'coronavirus', 'https', 't.co/l9QpRkIjC2']","['travellers', 't.co/l9QpRkIjC2', 'bans', 'COVID19', 'India', 'coronavirus', 'https', 'srilanka']", bans travellers from India 
36,36,"Coronavirus stats in #SriLanka 🔵Total 119,424 infected 🔵100,885 recovered  🔵745 deaths 🔴17,805 active cases 🔴Daily cases 1895 (May 5) 🟢Daily PCR tests avg 23,000 🟢Vaccinated 2nd dose about 175,000  https://t.co/YTD1DxnIc4 #LKA #SriLanka #COVID19SL",en,"['#SriLanka', '#LKA', '#SriLanka', '#COVID19SL']",[],['https://t.co/YTD1DxnIc4'],"['Coronavirus', 'stats', 'in', 'SriLanka', '🔵Total', '119,424', 'infected', '🔵100,885', 'recovered', '🔵745', 'deaths', '🔴17,805', 'active', 'cases', '🔴Daily', 'cases', '1895', 'May', '5', '🟢Daily', 'PCR', 'tests', 'avg', '23,000', '🟢Vaccinated', '2nd', 'dose', 'about', '175,000', 'https', 't.co/YTD1DxnIc4', 'LKA', 'SriLanka', 'COVID19SL']","['🔵Total', 'LKA', 'cases', '🔵745', 'https', 'deaths', 'stats', 'COVID19SL', '🟢Daily', 'May', '5', '🔴Daily', 'avg', '175,000', 'infected', '1895', 'PCR', '🔵100,885', 't.co/YTD1DxnIc4', '119,424', 'active', '🔴17,805', 'SriLanka', 'recovered', '🟢Vaccinated', '2nd', '23,000', 'dose', 'tests', 'Coronavirus']",Coronavirus stats in 🔵Total 119424 infected 🔵100885 recovered 🔵745 deaths 🔴17805 active cases 🔴Daily cases 1895 (May 5) 🟢Daily PCR tests avg 23000 🟢Vaccinated 2nd dose about 175000  
37,37,"#Rajasthan government announces ""strict #lockdown"" from May 10-24 as #coronavirus cases surge",en,"['#Rajasthan', '#lockdown""', '#coronavirus']",[],[],"['Rajasthan', 'government', 'announces', 'strict', 'lockdown', 'from', 'May', '10-24', 'as', 'coronavirus', 'cases', 'surge']","['May', 'government', '10-24', 'strict', 'cases', 'coronavirus', 'surge', 'announces', 'lockdown', 'Rajasthan']", government announces strict from May 1024 as cases surge
38,38,View: India's coronavirus disaster is now the world's problem  https://t.co/dDAGTIazKh #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/dDAGTIazKh'],"['View', 'India', ""'s"", 'coronavirus', 'disaster', 'is', 'now', 'the', 'world', ""'s"", 'problem', 'https', 't.co/dDAGTIazKh', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['world', 'problem', 'Nifty', 't.co/dDAGTIazKh', 'coronavirus', 'India', 'https', 'View', 'Sipgrab', ""'s"", 'disaster', 'UnitingPeopleWithThePossibilities']",View: Indias coronavirus disaster is now the worlds problem  
39,39,"11 more coronavirus related deaths report in Sri Lanka, total death count is now 745. #LKA #SriLanka #COVID19SL",en,"['#LKA', '#SriLanka', '#COVID19SL']",[],[],"['11', 'more', 'coronavirus', 'related', 'deaths', 'report', 'in', 'Sri', 'Lanka', 'total', 'death', 'count', 'is', 'now', '745', 'LKA', 'SriLanka', 'COVID19SL']","['death', 'report', 'LKA', 'total', 'count', 'coronavirus', 'deaths', 'related', '745', 'Lanka', 'COVID19SL', 'Sri', '11', 'SriLanka']",11 more coronavirus related deaths report in Sri Lanka total death count is now 745 
40,40,Spike in new #coronavirus cases and fatality in India is unprecedented. Despite that religious festivities and election rallies are not stopping. Globally the spike of new cases is supper steep. #COVID19  https://t.co/GgkseGcJ1n,en,"['#coronavirus', '#COVID19']",[],['https://t.co/GgkseGcJ1n'],"['Spike', 'in', 'new', 'coronavirus', 'cases', 'and', 'fatality', 'in', 'India', 'is', 'unprecedented', 'Despite', 'that', 'religious', 'festivities', 'and', 'election', 'rallies', 'are', 'not', 'stopping', 'Globally', 'the', 'spike', 'of', 'new', 'cases', 'is', 'supper', 'steep', 'COVID19', 'https', 't.co/GgkseGcJ1n']","['Despite', 'cases', 'rallies', 'https', 'election', 'fatality', 'unprecedented', 'coronavirus', 'spike', 'religious', 'festivities', 'Globally', 'new', 'supper', 'steep', 'COVID19', 'India', 'Spike', 'stopping', 't.co/GgkseGcJ1n']",Spike in new cases and fatality in India is unprecedented Despite that religious festivities and election rallies are not stopping Globally the spike of new cases is supper steep 
41,41,"Why Indian Varient , UK varient word coined around the world ? Why not “Chainess Varient “ word coined by International Media ? #coronavirus @sudhirchaudhary @anjanaomkashyap @RubikaLiyaquat @aajtak @ZeeNews @BBCHindi @MoHFW_INDIA",en,['#coronavirus'],"['@sudhirchaudhary', '@anjanaomkashyap', '@RubikaLiyaquat', '@aajtak', '@ZeeNews', '@BBCHindi', '@MoHFW_INDIA']",[],"['Why', 'Indian', 'Varient', 'UK', 'varient', 'word', 'coined', 'around', 'the', 'world', 'Why', 'not', '“', 'Chainess', 'Varient', '“', 'word', 'coined', 'by', 'International', 'Media', 'coronavirus', 'sudhirchaudhary', 'anjanaomkashyap', 'RubikaLiyaquat', 'aajtak', 'ZeeNews', 'BBCHindi', 'MoHFW_INDIA']","['world', 'RubikaLiyaquat', '“', 'Varient', 'International', 'anjanaomkashyap', 'Chainess', 'coined', 'Indian', 'Media', 'coronavirus', 'sudhirchaudhary', 'word', 'aajtak', 'varient', 'BBCHindi', 'around', 'MoHFW_INDIA', 'UK', 'Why', 'ZeeNews']",Why Indian Varient  UK varient word coined around the world  Why not “Chainess Varient “ word coined by International Media  
42,42,#Day6th Today Distribution of Lime water to the Corona warriors and food to needy corona patients by the pious guidance of GodPa Saint Dr. @Gurmeetramrahim Singh Ji Insan🙏 #CoronaVirus #SaluteToCoronaWarriors  #CoronaVirusIndia #COVID19 #COVID19India #CovidIndia #Covid19help  https://t.co/1ldFMu9Um1,en,"['#Day6th', '#CoronaVirus', '#SaluteToCoronaWarriors', '#CoronaVirusIndia', '#COVID19', '#COVID19India', '#CovidIndia', '#Covid19help']",['@Gurmeetramrahim'],['https://t.co/1ldFMu9Um1'],"['Day6th', 'Today', 'Distribution', 'of', 'Lime', 'water', 'to', 'the', 'Corona', 'warriors', 'and', 'food', 'to', 'needy', 'corona', 'patients', 'by', 'the', 'pious', 'guidance', 'of', 'GodPa', 'Saint', 'Dr', 'Gurmeetramrahim', 'Singh', 'Ji', 'Insan🙏', 'CoronaVirus', 'SaluteToCoronaWarriors', 'CoronaVirusIndia', 'COVID19', 'COVID19India', 'CovidIndia', 'Covid19help', 'https', 't.co/1ldFMu9Um1']","['corona', 'Today', 't.co/1ldFMu9Um1', 'https', 'food', 'Saint', 'Insan🙏', 'Day6th', 'Ji', 'needy', 'GodPa', 'Corona', 'CoronaVirus', 'water', 'pious', 'Covid19help', 'COVID19India', 'Singh', 'Dr', 'CoronaVirusIndia', 'Distribution', 'guidance', 'Lime', 'CovidIndia', 'SaluteToCoronaWarriors', 'Gurmeetramrahim', 'COVID19', 'warriors', 'patients']", Today Distribution of Lime water to the Corona warriors and food to needy corona patients by the pious guidance of GodPa Saint Dr Singh Ji Insan🙏 
43,43,India has beaten all bigger countries in new cases and deaths because of #Corona in recent months. The spike in cases and fatality is super steep. #COVID19 #coronavirus  https://t.co/NNs3HDlcTN,en,"['#Corona', '#COVID19', '#coronavirus']",[],['https://t.co/NNs3HDlcTN'],"['India', 'has', 'beaten', 'all', 'bigger', 'countries', 'in', 'new', 'cases', 'and', 'deaths', 'because', 'of', 'Corona', 'in', 'recent', 'months', 'The', 'spike', 'in', 'cases', 'and', 'fatality', 'is', 'super', 'steep', 'COVID19', 'coronavirus', 'https', 't.co/NNs3HDlcTN']","['cases', 'beaten', 'https', 'deaths', 'fatality', 'Corona', 'coronavirus', 'bigger', 'spike', 'countries', 'super', 'new', 't.co/NNs3HDlcTN', 'months', 'steep', 'recent', 'The', 'COVID19', 'India']",India has beaten all bigger countries in new cases and deaths because of in recent months The spike in cases and fatality is super steep 
44,44,"As per India today hundreds of women #defy_covid_norms to gather at #Gujarat_temple to #eradicate #coronavirus @ Gujarat, India  https://t.co/iqmFx9yFs7",en,"['#defy_covid_norms', '#Gujarat_temple', '#eradicate', '#coronavirus']",['@'],['https://t.co/iqmFx9yFs7'],"['As', 'per', 'India', 'today', 'hundreds', 'of', 'women', 'defy_covid_norms', 'to', 'gather', 'at', 'Gujarat_temple', 'to', 'eradicate', 'coronavirus', 'Gujarat', 'India', 'https', 't.co/iqmFx9yFs7']","['eradicate', 'women', 'today', 'Gujarat', 'defy_covid_norms', 'India', 'coronavirus', 'https', 'per', 'As', 't.co/iqmFx9yFs7', 'Gujarat_temple', 'hundreds', 'gather']",As per India today hundreds of women to gather at to @ Gujarat India 
45,45,@hSHIGRI @OfficialNcoc @ImranKhanPTI Symptoms then you may have corona virus many many people who feels no symptoms but still positive for corona virus,en,[],"['@hSHIGRI', '@OfficialNcoc', '@ImranKhanPTI']",[],"['hSHIGRI', 'OfficialNcoc', 'ImranKhanPTI', 'Symptoms', 'then', 'you', 'may', 'have', 'corona', 'virus', 'many', 'many', 'people', 'who', 'feels', 'no', 'symptoms', 'but', 'still', 'positive', 'for', 'corona', 'virus']","['may', 'many', 'hSHIGRI', 'OfficialNcoc', 'corona', 'symptoms', 'ImranKhanPTI', 'still', 'Symptoms', 'feels', 'virus', 'people', 'positive']", Symptoms then you may have corona virus many many people who feels no symptoms but still positive for corona virus
46,46,"#Australia's Victoria on alert after first #COVID19 case in two months.  The fact that it happened despite two weeks qurantine, just goes to show that the #CORONAVIRUS can possibly stay alive in the body for much longer before infecting the recipient.  https://t.co/c2WHMtX16z",en,"[""#Australia's"", '#COVID19', '#CORONAVIRUS']",[],['https://t.co/c2WHMtX16z'],"['Australia', ""'s"", 'Victoria', 'on', 'alert', 'after', 'first', 'COVID19', 'case', 'in', 'two', 'months', 'The', 'fact', 'that', 'it', 'happened', 'despite', 'two', 'weeks', 'qurantine', 'just', 'goes', 'to', 'show', 'that', 'the', 'CORONAVIRUS', 'can', 'possibly', 'stay', 'alive', 'in', 'the', 'body', 'for', 'much', 'longer', 'before', 'infecting', 'the', 'recipient', 'https', 't.co/c2WHMtX16z']","['possibly', 'weeks', 'Victoria', 'https', 'longer', 't.co/c2WHMtX16z', 'infecting', 'happened', 'recipient', 'alive', 'first', 'fact', 'CORONAVIRUS', 'body', 'months', 'case', 'qurantine', 'much', ""'s"", 'goes', 'Australia', 'despite', 'two', 'The', 'stay', 'COVID19', 'alert', 'show']", Victoria on alert after first case in two months The fact that it happened despite two weeks qurantine just goes to show that the can possibly stay alive in the body for much longer before infecting the recipient 
47,47,Scores of dead bodies have been found floating down the Ganges River in east India as the country battles a ferocious surge in corona virus infections. Authorities said Tuesday they haven't yet determined the cause of death. #71 It's was the #deadheadline  #afterbedeffect  https://t.co/lFCIJdndo4,en,"['#71', '#deadheadline', '#afterbedeffect']",[],['https://t.co/lFCIJdndo4'],"['Scores', 'of', 'dead', 'bodies', 'have', 'been', 'found', 'floating', 'down', 'the', 'Ganges', 'River', 'in', 'east', 'India', 'as', 'the', 'country', 'battles', 'a', 'ferocious', 'surge', 'in', 'corona', 'virus', 'infections', 'Authorities', 'said', 'Tuesday', 'they', 'have', ""n't"", 'yet', 'determined', 'the', 'cause', 'of', 'death', '71', 'It', ""'s"", 'was', 'the', 'deadheadline', 'afterbedeffect', 'https', 't.co/lFCIJdndo4']","['corona', 'ferocious', 'https', 'virus', ""n't"", 'cause', 'Ganges', 'battles', 'yet', 'found', '71', 'It', 'bodies', 'dead', 'Authorities', 'floating', 'infections', 'afterbedeffect', 'Scores', 't.co/lFCIJdndo4', 'River', ""'s"", 'death', 'determined', 'said', 'country', 'India', 'surge', 'deadheadline', 'Tuesday', 'east']",Scores of dead bodies have been found floating down the Ganges River in east India as the country battles a ferocious surge in corona virus infections Authorities said Tuesday they havent yet determined the cause of death Its was the 
48,48,#Telangana lo #lockdown 6 to 10   Correct r wrong  #TRS #Hyderabad #Telangana @trspartyonline #india #CoronavirusPandemic #coronavirus #Corona #COVIDSecondWaveInIndia #public #StaySafe #StayHome #StayStrongIndia #SonuSoodRealHero #Sonu,en,"['#Telangana', '#lockdown', '#TRS', '#Hyderabad', '#Telangana', '#india', '#CoronavirusPandemic', '#coronavirus', '#Corona', '#COVIDSecondWaveInIndia', '#public', '#StaySafe', '#StayHome', '#StayStrongIndia', '#SonuSoodRealHero', '#Sonu']",['@trspartyonline'],[],"['Telangana', 'lo', 'lockdown', '6', 'to', '10', 'Correct', 'r', 'wrong', 'TRS', 'Hyderabad', 'Telangana', 'trspartyonline', 'india', 'CoronavirusPandemic', 'coronavirus', 'Corona', 'COVIDSecondWaveInIndia', 'public', 'StaySafe', 'StayHome', 'StayStrongIndia', 'SonuSoodRealHero', 'Sonu']","['StayHome', 'Sonu', 'StaySafe', 'lo', 'Correct', 'r', 'TRS', '10', 'StayStrongIndia', 'Corona', 'coronavirus', 'trspartyonline', 'lockdown', 'Telangana', 'india', '6', 'public', 'SonuSoodRealHero', 'COVIDSecondWaveInIndia', 'wrong', 'CoronavirusPandemic', 'Hyderabad']", lo 6 to 10 Correct r wrong 
49,49,"COVID-19 Find available slots, get registered for vaccination &amp; get all updates about Covid-19 on your fingertips..!! #Covid_19 #LargestVaccinationDrive #CovishieldVaccine #COVID19Vaccination #CoronaVirusUpdates #CowinApp #coronavirus #CovidIndia   https://t.co/XsLuSLFg6a",en,"['#Covid_19', '#LargestVaccinationDrive', '#CovishieldVaccine', '#COVID19Vaccination', '#CoronaVirusUpdates', '#CowinApp', '#coronavirus', '#CovidIndia']",[],['https://t.co/XsLuSLFg6a'],"['COVID-19', 'Find', 'available', 'slots', 'get', 'registered', 'for', 'vaccination', 'amp', 'get', 'all', 'updates', 'about', 'Covid-19', 'on', 'your', 'fingertips', 'Covid_19', 'LargestVaccinationDrive', 'CovishieldVaccine', 'COVID19Vaccination', 'CoronaVirusUpdates', 'CowinApp', 'coronavirus', 'CovidIndia', 'https', 't.co/XsLuSLFg6a']","['amp', 'https', 'slots', 'vaccination', 'COVID19Vaccination', 'fingertips', 'available', 'get', 'CovishieldVaccine', 'CowinApp', 'CoronaVirusUpdates', 'coronavirus', 'LargestVaccinationDrive', 'COVID-19', 'registered', 't.co/XsLuSLFg6a', 'CovidIndia', 'Covid_19', 'Find', 'Covid-19', 'updates']",COVID19 Find available slots get registered for vaccination amp get all updates about Covid19 on your fingertips 
