,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
86,86,86,86,"The socialist India strongly appeals to the""central Govt to provide free Vaccination to Indian who are in need of vaccinations immediately. ""Let the Govt make use of ""Rs 33.0000 crores en marked in the ""2021 budget to protect Coronavirus dedliness in the country.This is the most?",en,[],[],[],"['The', 'socialist', 'India', 'strongly', 'appeals', 'to', 'the', 'central', 'Govt', 'to', 'provide', 'free', 'Vaccination', 'to', 'Indian', 'who', 'are', 'in', 'need', 'of', 'vaccinations', 'immediately', 'Let', 'the', 'Govt', 'make', 'use', 'of', 'Rs', '33.0000', 'crores', 'en', 'marked', 'in', 'the', '2021', 'budget', 'to', 'protect', 'Coronavirus', 'dedliness', 'in', 'the', 'country.This', 'is', 'the', 'most']","['The', 'Govt', 'Vaccination', 'Indian', 'appeals', 'immediately', 'need', '2021', 'strongly', 'Rs', 'central', 'dedliness', 'crores', 'protect', 'socialist', 'Coronavirus', 'make', 'marked', 'budget', 'country.This', 'en', 'India', '33.0000', 'Let', 'use', 'free', 'vaccinations', 'provide']",The socialist India strongly appeals to thecentral Govt to provide free Vaccination to Indian who are in need of vaccinations immediately Let the Govt make use of Rs 330000 crores en marked in the 2021 budget to protect Coronavirus dedliness in the countryThis is the most
87,87,87,87,#Indianvariantvirus.. Are you fed up with this word? How come all are using this #word casually rather than b.1617? Same #media does not have courage to tell #COVID19 as #chinesevirus. Let's trend this.. #b2305 #COVIDEmergency #CongressToolkitExposed #coronavirus #ChinaGenocida,en,"['#Indianvariantvirus..', '#word', '#media', '#COVID19', '#chinesevirus.', '#b2305', '#COVIDEmergency', '#CongressToolkitExposed', '#coronavirus', '#ChinaGenocida']",[],[],"['Indianvariantvirus', 'Are', 'you', 'fed', 'up', 'with', 'this', 'word', 'How', 'come', 'all', 'are', 'using', 'this', 'word', 'casually', 'rather', 'than', 'b.1617', 'Same', 'media', 'does', 'not', 'have', 'courage', 'to', 'tell', 'COVID19', 'as', 'chinesevirus', 'Let', ""'s"", 'trend', 'this', 'b2305', 'COVIDEmergency', 'CongressToolkitExposed', 'coronavirus', 'ChinaGenocida']","['b.1617', 'tell', 'using', 'coronavirus', 'word', 'Are', 'casually', 'rather', 'ChinaGenocida', 'COVIDEmergency', 'COVID19', 'trend', 'CongressToolkitExposed', 'chinesevirus', 'How', 'fed', 'Same', ""'s"", 'Indianvariantvirus', 'b2305', 'come', 'Let', 'courage', 'media']", Are you fed up with this word How come all are using this casually rather than b1617 Same does not have courage to tell as Lets trend this 
88,88,88,88,"#Mucormycosis is ravaging the country just as we are recovering from #coronavirus. Also known as #BlackFungus, it is making the condition of health workers dire. Watch the full video at  https://t.co/SQ0XdIer3X  @otvnews @CMO_Odisha @DMSundargarh  #COVID19India #Covid19IndiaHelp  https://t.co/TNM4XvM7xT",en,"['#Mucormycosis', '#coronavirus.', '#BlackFungus,', '#COVID19India', '#Covid19IndiaHelp']","['@otvnews', '@CMO_Odisha', '@DMSundargarh']","['https://t.co/SQ0XdIer3X', 'https://t.co/TNM4XvM7xT']","['Mucormycosis', 'is', 'ravaging', 'the', 'country', 'just', 'as', 'we', 'are', 'recovering', 'from', 'coronavirus', 'Also', 'known', 'as', 'BlackFungus', 'it', 'is', 'making', 'the', 'condition', 'of', 'health', 'workers', 'dire', 'Watch', 'the', 'full', 'video', 'at', 'https', 't.co/SQ0XdIer3X', 'otvnews', 'CMO_Odisha', 'DMSundargarh', 'COVID19India', 'Covid19IndiaHelp', 'https', 't.co/TNM4XvM7xT']","['health', 'Also', 'video', 'coronavirus', 'COVID19India', 'Mucormycosis', 't.co/TNM4XvM7xT', 'full', 'ravaging', 'making', 'known', 'Watch', 'DMSundargarh', 'recovering', 'country', 'otvnews', 'condition', 'dire', 'CMO_Odisha', 'https', 'Covid19IndiaHelp', 'workers', 't.co/SQ0XdIer3X', 'BlackFungus']", is ravaging the country just as we are recovering from Also known as it is making the condition of health workers dire Watch the full video at  
89,89,89,89,"@indianposten @DEBKANCHAN @ParveenKader @sibtehasan20 @twilightfairy @Tapan_999 @EmpoweringGoa @aayeff1 @MukandRita @iraniShenaz1958 @Tamil1947 @Ekam_Anekam @GandhianJumlas @RohanPandey__ @asmatasleem11 @Aafrin7866 @Nehasamee1 @mat_jane_de_yar @Jasminesmileyy @Joyjiyo @MrsYNV @priyapyadav18 @ShababRabbani1 @RavinderKapur2 @DilMeHindustan @jerryrajrod1 @shah_jagdeep @jayantsjy @outburstindia @Bachhawat1957 @iJasOberoi @MiniMenon @kapsology @rij79 @Vndnason @iScrew @scrapravi @Nikhil_P_B @ccfx135 @SatanicJumlas @IchbinUjjaini @watdehel @kukk44 @krishpachegonkr @KPadmaRani1 @DickDarryl @geetv79 @jairajp @amms28 @myogiadityanath His well wish is working now  with the support of corona virus.,....",en,[],"['@indianposten', '@DEBKANCHAN', '@ParveenKader', '@sibtehasan20', '@twilightfairy', '@Tapan_999', '@EmpoweringGoa', '@aayeff1', '@MukandRita', '@iraniShenaz1958', '@Tamil1947', '@Ekam_Anekam', '@GandhianJumlas', '@RohanPandey__', '@asmatasleem11', '@Aafrin7866', '@Nehasamee1', '@mat_jane_de_yar', '@Jasminesmileyy', '@Joyjiyo', '@MrsYNV', '@priyapyadav18', '@ShababRabbani1', '@RavinderKapur2', '@DilMeHindustan', '@jerryrajrod1', '@shah_jagdeep', '@jayantsjy', '@outburstindia', '@Bachhawat1957', '@iJasOberoi', '@MiniMenon', '@kapsology', '@rij79', '@Vndnason', '@iScrew', '@scrapravi', '@Nikhil_P_B', '@ccfx135', '@SatanicJumlas', '@IchbinUjjaini', '@watdehel', '@kukk44', '@krishpachegonkr', '@KPadmaRani1', '@DickDarryl', '@geetv79', '@jairajp', '@amms28', '@myogiadityanath']",[],"['indianposten', 'DEBKANCHAN', 'ParveenKader', 'sibtehasan20', 'twilightfairy', 'Tapan_999', 'EmpoweringGoa', 'aayeff1', 'MukandRita', 'iraniShenaz1958', 'Tamil1947', 'Ekam_Anekam', 'GandhianJumlas', 'RohanPandey', 'asmatasleem11', 'Aafrin7866', 'Nehasamee1', 'mat_jane_de_yar', 'Jasminesmileyy', 'Joyjiyo', 'MrsYNV', 'priyapyadav18', 'ShababRabbani1', 'RavinderKapur2', 'DilMeHindustan', 'jerryrajrod1', 'shah_jagdeep', 'jayantsjy', 'outburstindia', 'Bachhawat1957', 'iJasOberoi', 'MiniMenon', 'kapsology', 'rij79', 'Vndnason', 'iScrew', 'scrapravi', 'Nikhil_P_B', 'ccfx135', 'SatanicJumlas', 'IchbinUjjaini', 'watdehel', 'kukk44', 'krishpachegonkr', 'KPadmaRani1', 'DickDarryl', 'geetv79', 'jairajp', 'amms28', 'myogiadityanath', 'His', 'well', 'wish', 'is', 'working', 'now', 'with', 'the', 'support', 'of', 'corona', 'virus']","['Tapan_999', 'ParveenKader', 'scrapravi', 'support', 'Vndnason', 'Ekam_Anekam', 'His', 'jerryrajrod1', 'shah_jagdeep', 'Joyjiyo', 'IchbinUjjaini', 'ccfx135', 'jairajp', 'kukk44', 'DickDarryl', 'Nehasamee1', 'amms28', 'rij79', 'DEBKANCHAN', 'MrsYNV', 'jayantsjy', 'myogiadityanath', 'iraniShenaz1958', 'MukandRita', 'kapsology', 'ShababRabbani1', 'asmatasleem11', 'EmpoweringGoa', 'krishpachegonkr', 'geetv79', 'working', 'Tamil1947', 'well', 'virus', 'aayeff1', 'Bachhawat1957', 'wish', 'Jasminesmileyy', 'DilMeHindustan', 'mat_jane_de_yar', 'outburstindia', 'GandhianJumlas', 'iScrew', 'Nikhil_P_B', 'MiniMenon', 'indianposten', 'SatanicJumlas', 'corona', 'RohanPandey', 'Aafrin7866', 'iJasOberoi', 'sibtehasan20', 'watdehel', 'priyapyadav18', 'RavinderKapur2', 'twilightfairy', 'KPadmaRani1']", His well wish is working now with the support of corona virus
90,90,90,90,Dr Fauci now 'not convinced' COVID-19 developed naturally; calls for origin to be probed: So President Trump was right then when he said virus originated from China ! @mikepompeo @SecBlinken @Arzookazmi30 @   https://t.co/Q1biwMASeQ #Fauci #coronavirus #SARS-CoV-2 #Wuhan,en,"['#Fauci', '#coronavirus', '#SARS-CoV-2', '#Wuhan']","['@mikepompeo', '@SecBlinken', '@Arzookazmi30', '@']",['https://t.co/Q1biwMASeQ'],"['Dr', 'Fauci', 'now', ""'not"", 'convinced', 'COVID-19', 'developed', 'naturally', 'calls', 'for', 'origin', 'to', 'be', 'probed', 'So', 'President', 'Trump', 'was', 'right', 'then', 'when', 'he', 'said', 'virus', 'originated', 'from', 'China', 'mikepompeo', 'SecBlinken', 'Arzookazmi30', 'https', 't.co/Q1biwMASeQ', 'Fauci', 'coronavirus', 'SARS-CoV-2', 'Wuhan']","[""'not"", 'China', 'coronavirus', 'Arzookazmi30', 'said', 'originated', 'Dr', 'convinced', 'calls', 'Trump', 'COVID-19', 'right', 'SARS-CoV-2', 'developed', 'virus', 'Wuhan', 'naturally', 'probed', 'President', 'origin', 'SecBlinken', 'So', 'https', 'Fauci', 't.co/Q1biwMASeQ', 'mikepompeo']",Dr Fauci now not convinced COVID19 developed naturally calls for origin to be probed: So President Trump was right then when he said virus originated from China  @  
91,91,91,91,Union Health Minister Asks Baba Ramdev to Withdraw His Comment Against Allopathy Read ➡️  https://t.co/fPmpZjzI0d  #Ramdev #ArrestRamdev #ArrestBabaRamdev #Allopathy #COVID19 #coronavirus #India #YellowTelegraph  https://t.co/ujKSpPtM99,en,"['#Ramdev', '#ArrestRamdev', '#ArrestBabaRamdev', '#Allopathy', '#COVID19', '#coronavirus', '#India', '#YellowTelegraph']",[],"['https://t.co/fPmpZjzI0d', 'https://t.co/ujKSpPtM99']","['Union', 'Health', 'Minister', 'Asks', 'Baba', 'Ramdev', 'to', 'Withdraw', 'His', 'Comment', 'Against', 'Allopathy', 'Read', '➡️', 'https', 't.co/fPmpZjzI0d', 'Ramdev', 'ArrestRamdev', 'ArrestBabaRamdev', 'Allopathy', 'COVID19', 'coronavirus', 'India', 'YellowTelegraph', 'https', 't.co/ujKSpPtM99']","['coronavirus', 'YellowTelegraph', 'His', 'Asks', 'ArrestRamdev', 't.co/ujKSpPtM99', 'Read', '➡️', 'COVID19', 'Minister', 'Against', 'Allopathy', 'ArrestBabaRamdev', 'Baba', 't.co/fPmpZjzI0d', 'Ramdev', 'Health', 'Comment', 'Union', 'India', 'Withdraw', 'https']",Union Health Minister Asks Baba Ramdev to Withdraw His Comment Against Allopathy Read ➡️  
92,92,92,92,Suspending entry to the Kingdom from the countries on the Red List &amp; applying a precautionary quarantine to non-vaccinated persons from all countries  https://t.co/Kuu3ha57q5  #Bahrain #travel #COVID19  #coronavirus  #vaccinated #India #Nepal #Srilanka #Pakistan #Bangladesh #بحرين,en,"['#Bahrain', '#travel', '#COVID19', '#coronavirus', '#vaccinated', '#India', '#Nepal', '#Srilanka', '#Pakistan', '#Bangladesh', '#بحرين']",[],['https://t.co/Kuu3ha57q5'],"['Suspending', 'entry', 'to', 'the', 'Kingdom', 'from', 'the', 'countries', 'on', 'the', 'Red', 'List', 'amp', 'applying', 'a', 'precautionary', 'quarantine', 'to', 'non-vaccinated', 'persons', 'from', 'all', 'countries', 'https', 't.co/Kuu3ha57q5', 'Bahrain', 'travel', 'COVID19', 'coronavirus', 'vaccinated', 'India', 'Nepal', 'Srilanka', 'Pakistan', 'Bangladesh', 'بحرين']","['coronavirus', 'vaccinated', 'amp', 'non-vaccinated', 'quarantine', 'persons', 'travel', 'Suspending', 'COVID19', 'List', 'entry', 'بحرين', 'Nepal', 'precautionary', 'countries', 'India', 'Red', 'applying', 'Pakistan', 'https', 't.co/Kuu3ha57q5', 'Kingdom', 'Srilanka', 'Bahrain', 'Bangladesh']",Suspending entry to the Kingdom from the countries on the Red List amp applying a precautionary quarantine to nonvaccinated persons from all countries  
93,93,93,93,Waiting for moments when Corona get end my Frist status... #Corona2ndWave #Corona #SecondWave #coronavirus #COVIDー19  https://t.co/xfq8WJVXWo,en,"['#Corona2ndWave', '#Corona', '#SecondWave', '#coronavirus', '#COVIDー19']",[],['https://t.co/xfq8WJVXWo'],"['Waiting', 'for', 'moments', 'when', 'Corona', 'get', 'end', 'my', 'Frist', 'status', 'Corona2ndWave', 'Corona', 'SecondWave', 'coronavirus', 'COVIDー19', 'https', 't.co/xfq8WJVXWo']","['t.co/xfq8WJVXWo', 'SecondWave', 'moments', 'coronavirus', 'Corona2ndWave', 'Waiting', 'https', 'Corona', 'end', 'get', 'status', 'Frist', 'COVIDー19']",Waiting for moments when Corona get end my Frist status 
94,94,94,94,This Corona Virus issue at #MySecretTerrius and now Nipah Virus in #Dr_John. I'm 😱🤯,en,"['#MySecretTerrius', '#Dr_John.']",[],[],"['This', 'Corona', 'Virus', 'issue', 'at', 'MySecretTerrius', 'and', 'now', 'Nipah', 'Virus', 'in', 'Dr_John', 'I', ""'m"", '😱🤯']","['This', 'Virus', 'MySecretTerrius', 'Dr_John', 'Corona', 'issue', '😱🤯', 'Nipah', ""'m"", 'I']",This Corona Virus issue at and now Nipah Virus in Im 😱🤯
95,95,95,95,Government new rule for corona test. #Corona #coronavirus #CoronavirusIndia #CoronaVirusUpdates #ICMR #BlackFungus #CoronavirusPandemic #COVID19,en,"['#Corona', '#coronavirus', '#CoronavirusIndia', '#CoronaVirusUpdates', '#ICMR', '#BlackFungus', '#CoronavirusPandemic', '#COVID19']",[],[],"['Government', 'new', 'rule', 'for', 'corona', 'test', 'Corona', 'coronavirus', 'CoronavirusIndia', 'CoronaVirusUpdates', 'ICMR', 'BlackFungus', 'CoronavirusPandemic', 'COVID19']","['new', 'CoronavirusIndia', 'CoronavirusPandemic', 'coronavirus', 'corona', 'Government', 'ICMR', 'COVID19', 'Corona', 'CoronaVirusUpdates', 'rule', 'BlackFungus', 'test']",Government new rule for corona test 
96,96,96,96,JOIN US ! ➡️ #आत्मसुरक्षाविश्वसुरक्षा |  #COVID19 #coronavirus #MaskUpIndia  https://t.co/cdL8YyIIt7,en,"['#आत्मसुरक्षाविश्वसुरक्षा', '#COVID19', '#coronavirus', '#MaskUpIndia']",[],['https://t.co/cdL8YyIIt7'],"['JOIN', 'US', '➡️', 'आत्मसुरक्षाविश्वसुरक्षा', 'COVID19', 'coronavirus', 'MaskUpIndia', 'https', 't.co/cdL8YyIIt7']","['आत्मसुरक्षाविश्वसुरक्षा', 'coronavirus', 'COVID19', 'https', 't.co/cdL8YyIIt7', 'JOIN', 'MaskUpIndia', 'US', '➡️']",JOIN US  ➡️ | 
97,97,97,97,Only #coronavirus will be #banned from Rest of working as of now #BanTWITTER #BanTwitterInIndia #FacebookBan ...  https://t.co/gzgg0Wt809,en,"['#coronavirus', '#banned', '#BanTWITTER', '#BanTwitterInIndia', '#FacebookBan']",[],['https://t.co/gzgg0Wt809'],"['Only', 'coronavirus', 'will', 'be', 'banned', 'from', 'Rest', 'of', 'working', 'as', 'of', 'now', 'BanTWITTER', 'BanTwitterInIndia', 'FacebookBan', 'https', 't.co/gzgg0Wt809']","['banned', 'coronavirus', 'https', 'FacebookBan', 'Rest', 'BanTWITTER', 'working', 't.co/gzgg0Wt809', 'Only', 'BanTwitterInIndia']",Only will be from Rest of working as of now  
98,98,98,98,"#Health and #Hygiene Kits are one of the major initiatives we took up to safeguard vulnerable people from getting infected from the extremely Contagious novel coronavirus. We have distributed 50 such kits in Sewa Basti, Nagpur.  https://t.co/4tIzn0NptE",en,"['#Health', '#Hygiene']",[],['https://t.co/4tIzn0NptE'],"['Health', 'and', 'Hygiene', 'Kits', 'are', 'one', 'of', 'the', 'major', 'initiatives', 'we', 'took', 'up', 'to', 'safeguard', 'vulnerable', 'people', 'from', 'getting', 'infected', 'from', 'the', 'extremely', 'Contagious', 'novel', 'coronavirus', 'We', 'have', 'distributed', '50', 'such', 'kits', 'in', 'Sewa', 'Basti', 'Nagpur', 'https', 't.co/4tIzn0NptE']","['novel', 'coronavirus', 'major', 'infected', 'one', '50', 'vulnerable', 'safeguard', 'getting', 'extremely', 'kits', 'We', 'people', 't.co/4tIzn0NptE', 'Kits', 'Hygiene', 'took', 'Sewa', 'Health', 'Contagious', 'Basti', 'Nagpur', 'https', 'distributed', 'initiatives']", and Kits are one of the major initiatives we took up to safeguard vulnerable people from getting infected from the extremely Contagious novel coronavirus We have distributed 50 such kits in Sewa Basti Nagpur 
99,99,99,99,@kkc_cheemsports @HemantSorenJMM @JamshedpurFC @JharkhandCMO @BJP4Jharkhand @SevadalJH Thanks for your appreciation Karan Bhaiya Lets join hands in current situation of covid 19 &amp; fight Corona Virus Pandemic 🙏🤝👊,en,[],"['@kkc_cheemsports', '@HemantSorenJMM', '@JamshedpurFC', '@JharkhandCMO', '@BJP4Jharkhand', '@SevadalJH']",[],"['kkc_cheemsports', 'HemantSorenJMM', 'JamshedpurFC', 'JharkhandCMO', 'BJP4Jharkhand', 'SevadalJH', 'Thanks', 'for', 'your', 'appreciation', 'Karan', 'Bhaiya', 'Lets', 'join', 'hands', 'in', 'current', 'situation', 'of', 'covid', '19', 'amp', 'fight', 'Corona', 'Virus', 'Pandemic', '🙏🤝👊']","['Virus', 'SevadalJH', 'amp', 'covid', 'fight', 'situation', 'Karan', 'hands', 'Bhaiya', '🙏🤝👊', 'HemantSorenJMM', 'Lets', 'Thanks', 'current', '19', 'JamshedpurFC', 'Corona', 'BJP4Jharkhand', 'appreciation', 'JharkhandCMO', 'kkc_cheemsports', 'join', 'Pandemic']", Thanks for your appreciation Karan Bhaiya Lets join hands in current situation of covid 19 amp fight Corona Virus Pandemic 🙏🤝👊
100,100,100,100,"Attention!   Regulations for Urban areas issued on May 12 and May 15 have been extended till June 5, 2021   #Assam #Curfew #staysafe #COVID19 #coronavirus  https://t.co/EwuF1kyxFM",en,"['#Assam', '#Curfew', '#staysafe', '#COVID19', '#coronavirus']",[],['https://t.co/EwuF1kyxFM'],"['Attention', 'Regulations', 'for', 'Urban', 'areas', 'issued', 'on', 'May', '12', 'and', 'May', '15', 'have', 'been', 'extended', 'till', 'June', '5', '2021', 'Assam', 'Curfew', 'staysafe', 'COVID19', 'coronavirus', 'https', 't.co/EwuF1kyxFM']","['Attention', 'coronavirus', 'Regulations', 'extended', 'June', 'till', '2021', 'COVID19', 'issued', '12', '5', 't.co/EwuF1kyxFM', 'staysafe', 'May', 'areas', 'Curfew', 'https', 'Assam', '15', 'Urban']",Attention Regulations for Urban areas issued on May 12 and May 15 have been extended till June 5 2021 
101,101,101,101,"Indians handling corona virus varients, Fungus &amp; cyclones #cycloneyaas  https://t.co/SfzvBmn6Tj",en,['#cycloneyaas'],[],['https://t.co/SfzvBmn6Tj'],"['Indians', 'handling', 'corona', 'virus', 'varients', 'Fungus', 'amp', 'cyclones', 'cycloneyaas', 'https', 't.co/SfzvBmn6Tj']","['cyclones', 'handling', 'corona', 'amp', 'varients', 'Indians', 'https', 't.co/SfzvBmn6Tj', 'Fungus', 'cycloneyaas', 'virus']",Indians handling corona virus varients Fungus amp cyclones 
102,102,102,102,"Coronavirus Update: EU expects to take delivery of 1 billion COVID-19 vaccine doses by end-September, agrees on digital certificate for travelers  https://t.co/gBzirUXpJq #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/gBzirUXpJq'],"['Coronavirus', 'Update', 'EU', 'expects', 'to', 'take', 'delivery', 'of', '1', 'billion', 'COVID-19', 'vaccine', 'doses', 'by', 'end-September', 'agrees', 'on', 'digital', 'certificate', 'for', 'travelers', 'https', 't.co/gBzirUXpJq', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['delivery', 'Update', 'doses', 'COVID-19', 'expects', 'end-September', 'certificate', 'Coronavirus', '1', 'take', 'EU', 'Nifty', 'agrees', 'vaccine', 't.co/gBzirUXpJq', 'digital', 'https', 'Sipgrab', 'billion', 'travelers', 'UnitingPeopleWithThePossibilities']",Coronavirus Update: EU expects to take delivery of 1 billion COVID19 vaccine doses by endSeptember agrees on digital certificate for travelers  
