,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Userhandle
110,2021-03-04 16:22:18 India Standard Time,arc_maldives,"ARC AID continues efforts to ensure children across the country have access to basic food supplies during the covid-19 crisis. With your generosity, food packages have reached 147 children and their families affected by the pandemic in Faafu Atoll.  https://t.co/xmrvtuoRYl",en,1.0,0.0,2.0,
111,2021-03-04 16:18:16 India Standard Time,khalidsaeedbut1,"@KazmiWajahat Very sad.   If PSL management would have considered the latest technology of Bipolar Ionization,  postponement could never happen.   Virus spread from  Air and Surface,  if continuous disinfection process is adopted,  0% chance of covid transmission.  We can do it. 03008492060  https://t.co/K0BD0lD68i",en,0.0,0.0,0.0,
112,2021-03-04 16:12:39 India Standard Time,mrsharmarke,covid 19 dhayal mahan ee waa dhab loo dhimanyooo  https://t.co/TaW5k7l1dc,hi,0.0,0.0,1.0,
113,2021-03-04 16:08:40 India Standard Time,humas_res_bkt,Cegah Covid-19   #PatuhiProkes #PolresBukittinggi  #divisihumaspolri #humaspoldasumbar  https://t.co/LtEpFnsElx,in,0.0,8.0,9.0,
114,2021-03-04 16:05:24 India Standard Time,nyqb10,"At this point, I feel it's weird if I see a face without a mask, even in movies. I need to tell myself that the shooting happened before covid.",en,0.0,0.0,0.0,
115,2021-03-04 16:03:19 India Standard Time,davidli53785155,"@DaleSteyn62 hope now #PSL62021 Is much rewarding you with Covid-19, think before you talk, because you wont be able to talk again after your rubbish statement on @IPL  #DaleSteyn Bye bye...! U missed it mate",en,0.0,0.0,0.0,
116,2021-03-04 16:02:29 India Standard Time,moosahmed03,@callmemuzzy 3rd option Covid-19.. 😭😭😭,en,0.0,0.0,0.0,
117,2021-03-04 15:53:23 India Standard Time,sarvaiya_deep,TAKE PLEDGE to take VACCINE and get SAVED Happy National Safety Day  #safety #safetyfirst #covid #security #health #construction #staysafe #safe #coronavirus #protection #love #training #business #stayhome  https://t.co/BvRHVWlmF0,en,0.0,1.0,0.0,
118,2021-03-04 15:47:04 India Standard Time,media_selangor,Selangor Journal | Local IPT students exempted from Covid-19 screening fee — Health Minister  https://t.co/RqRJNx6O3Z  https://t.co/U1zZ84ygkF,en,0.0,3.0,1.0,
119,2021-03-04 15:39:09 India Standard Time,umairsdar,PSL 2021 postponed indefinitely due to Covid-19 outbreak 😷  https://t.co/qc5HwftSss,en,1.0,0.0,7.0,
120,2021-03-07 05:12:40 India Standard Time,drizzel_dries,"@MariaTalbert1 Ja ik ook 🤣 Sinds December op tropisch eiland. Waar geen covid is! 31c Banana bomen, en mango, jack fruit etc. Terrassen open. En heerlijk zee leven.  https://t.co/AESso9jrL4",nl,0.0,0.0,9.0,
121,2021-03-07 05:09:46 India Standard Time,mohsin2908,"Not a single person wearing mask. Looks like COVID is finally vanquished, no more Coronavirus in India.",en,0.0,0.0,0.0,
122,2021-03-07 03:32:54 India Standard Time,sirajnoorani,"Actor Johnny Lever received COVID-19 vaccine at BKC Jumbo vaccination centre in Mumbai, Maharashtra earlier today  https://t.co/aMpLeuXQc7",en,0.0,0.0,0.0,
123,2021-03-07 02:17:02 India Standard Time,theroboramesh,No wonder if this COVID-19 could be a Scam19-20 ... In the Pandemic The Poor Become worst and The existing RICH Become More Rich... wah Kya scene hai ... #COVID19aScamm #vaccination,en,0.0,0.0,2.0,
124,2021-03-07 01:12:39 India Standard Time,johnsoncrasta,How to Safely Restart Elective Surgeries After a Covid Spike  https://t.co/bOZDmUGhLw #healthcare #leadership #Covid19 #ElectiveSurgery #PatientSafety #Transformation,en,0.0,0.0,1.0,
125,2021-03-06 23:43:20 India Standard Time,yasirhunzai1,"#Candlelight vigil in F9 park is yet another very well organized event and that with covid protocols. GB Cares, @HnzianCrew and individuals such as @asifkhoja @arslanshafa and DHO Isb deserve a big round of applause. Once again thank you for honouring our heroes.  https://t.co/LKvTYZDNZB",en,1.0,6.0,24.0,
126,2021-03-06 23:21:23 India Standard Time,drmurukadas,06.02.2021 Recently #Covid_19+ve cases in India is showing declining trend.But rise in cases in the last 24 hrs is 18327 (higherer than yesterday).Total cases today is 11192088- recovery so far is 10854128 (97.98%); fatalities-157656 (1.41)&amp; active cases -180304(1.55%),en,0.0,0.0,1.0,
127,2021-03-06 23:15:31 India Standard Time,adamnifaaz,Covid fathuraa baigandu miulheny,cy,1.0,0.0,0.0,
128,2021-03-06 23:09:36 India Standard Time,drmurukadas,"05.03.2021 InTamilNadu,daily #Covid_19 +ve cases,which remained below500 for a month, rose to 543 today;inChennai today rose by225 from189ye'day&amp; other districts is 328. Total inTN is 853992;Chennai 236875(27.5%).Discharged cases- 837525 (97.9%); fatalities-12513(1.4%)active 3954",en,0.0,0.0,0.0,
129,2021-03-06 23:07:09 India Standard Time,nhmbhadrak,"Mr Gangadhar Das, Ex MLA Tihidi taking his covid vaccination 1st dose at CHC Tihidi as senior citizen. #CovidVaccine  https://t.co/aOVVDGOpVU",tl,0.0,0.0,17.0,
130,2021-03-06 23:04:58 India Standard Time,sudharsansubash,Tomorrow marks one year of Covid-19 in Tamil Nadu. The first case was reported on March 7 last year. It was a 45-year-old from Kancheepuram who returned from Oman to India. He was admitted at the RGGGH in Chennai. #COVID19 #India #TamilNadu #Chennai #Subash,en,0.0,2.0,0.0,
131,2021-03-06 22:59:50 India Standard Time,harish22445,"ૐ  @RSSorg Sarasanghachalak Dr @DrMohanBhagwat ji Sarakaryavah @SureshBJoshi  took Covid-19 Vaccine at National Institute of Cancer, #Nagpur.  ❤️🚩  https://t.co/8nIKcMj7aY",hi,0.0,2.0,11.0,
132,2021-03-06 22:37:23 India Standard Time,boilingshamaan,"Kuda koh vaanchoa gola eh meeena meee , @Moxamedalu dr vidhaalhu dhehvan v ehnnun thoa x ray in egey kan shakku vaa minvarakah Covid kan faahaga vaaan @AzanZuhair",et,0.0,0.0,1.0,
133,2021-03-06 22:04:43 India Standard Time,lolita_tnie,Hassan and Tumakuru had one death each. Details of Covid status in diff districts in Ktaka:  https://t.co/cS2aK7vmzX,en,0.0,1.0,5.0,
134,2021-03-06 21:59:15 India Standard Time,lolita_tnie,Karnataka had a total of 580 fresh #Covid_19 cases &amp; 5 deaths on Saturday. Bengaluru had 367 new  cases &amp; 3 deaths. Total tests 82229 +vty rate 0.70%. Overall covid deaths in State so far: 12359 Blr: 4496  @ChitraSundaram7 @scooban @Amit_A_Tiwari @dr_asr @SunithaNahar @sun_usind,en,3.0,6.0,11.0,
135,2021-03-06 21:52:37 India Standard Time,pravins80427880,"We are at bbs railway station , a large no especially senior citizens are gathered without following covid guidelines, poor administration sleeping no Rpf to take care of..  https://t.co/yEjlFFb0re",en,1.0,0.0,1.0,
136,2021-03-06 21:48:33 India Standard Time,ijathalim,"Sbb tu kalu ada majlis knduri musim covid, klu boleh aku avoid to join dan stay at home. Layan Netflix lg syokkk.",in,0.0,0.0,0.0,
137,2021-03-06 21:44:08 India Standard Time,abdrahimyusoff,"Dear Covid-19, let us go out travel freely because we had enough of staying at the same place for long. #travel #thelookoutlodge #wanaka #NewZealand #rugby #COVID19  https://t.co/QXAyxPEprv",en,0.0,0.0,0.0,
138,2021-03-06 21:42:25 India Standard Time,hanounyq,@Capt_khalid @i6aliyah With COVID-19 around us! I may say thank god I have not one but two cats😂,en,1.0,0.0,1.0,
139,2021-03-06 21:36:21 India Standard Time,mshafizal_s,Harap sgt kerajaan tak akan buka rentas negeri dgn segera. Ini punca2 nya. Masih dlm pkp atau pkpp SOP sudah dilupakan. Bagaikan COVID dah hilang. Tolong lah tuan DG tetapkan pendirian tegas. Biar org tak suka tapi capai sasaran,in,0.0,0.0,0.0,
140,2021-03-06 21:33:16 India Standard Time,reysheljoy,Malapit na ko mag work from home anniversary. Covid anuna?,tl,0.0,0.0,0.0,
141,2021-03-06 21:32:32 India Standard Time,sumananandab,"His Holiness the Dalai Lama receiving the first dose of COVID-19 vaccine at Zonal Hospital, Dharamsala, HP, India on March 6, 2021.  https://t.co/gxjKVJJfrC",en,1.0,2.0,6.0,
142,2021-03-06 21:19:42 India Standard Time,kelzang78515240,Plz recit this prayer to keep away for COVID-19🦠😷  https://t.co/TbqurfyWW4,en,0.0,0.0,1.0,
143,2021-03-06 21:17:16 India Standard Time,vpsbadnore,"Sudden spike in daily new covid Case load in #Chandigarh is alarming &amp; worrisome.After giving such a good fight to #Covid, we are getting complacent and forgetting the #COVID19 appropriate behaviour. My appeal is to follow the health advisories and #StaySafe  @MoHFW_INDIA",en,17.0,30.0,154.0,
144,2021-03-06 21:16:52 India Standard Time,tirukuralkaram,@Investingcom Thanks to Covid-19(00) vaccines 💉 produced by our scientists.  https://t.co/f1UcIATpvb,en,0.0,1.0,1.0,
145,2021-03-06 21:11:45 India Standard Time,ashutoshchadha,"Harari makes some important points on lessons from covid. The importance of digital infra, the need for a global response, the importance of partnership across borders, need for data to be used for benefit of mankind   https://t.co/W1gedobxxA",en,0.0,0.0,1.0,
146,2021-03-06 20:55:33 India Standard Time,aou_oman,"Dr. Sherimon P.C will be on Oman Radio FM-English to talk about the Covid-19 Funded Research Project at #Arab_Open_University ,funded by Ministry of Higher Education  Research and Innovation, the timings are listed above. #aou #aouoman  https://t.co/3W0bsonR7I",en,0.0,1.0,10.0,
147,2021-03-06 20:27:25 India Standard Time,sanjay63995720,After covid new jobs  https://t.co/rL83AukVPc,en,0.0,0.0,0.0,
148,2021-03-06 20:27:07 India Standard Time,raipursmartcity,"Thankyou Raipur, Gear up for #Rank-1  @MoHUA_India @Secretary_MoHUA @HardeepSPuri @KunalKumarPMC #RaipurMunicipalCorporation #Covid_19 #morraipurmorjimmedari  https://t.co/Ubis10qx9x",en,0.0,0.0,4.0,
149,2021-03-06 20:22:15 India Standard Time,sudhirmehtapune,Pune is contributing 10 percent of COVID Cases in India .   India had 18300 cases yesterday .  All those vulnerable should take the vaccine in the next 60 days .,en,7.0,15.0,112.0,
150,2021-03-06 20:22:06 India Standard Time,surajghose,@NMMCCommr @NMMConline  This shop is not following any covid-19 norms. No mask no hand gloves. Area: Vashi station food court Name : Shree Guru krupa Rajasthani bhojnalay. Very unhygienic people. Please observe them u will come to know  https://t.co/7Xu99E33wO,en,0.0,1.0,0.0,
151,2021-03-06 20:21:10 India Standard Time,shwaasayoga,"Divided by Covid;United by Yoga @ Mysore, Karnataka  https://t.co/dCIr8xnk5p",en,0.0,0.0,0.0,
152,2021-03-06 20:14:24 India Standard Time,copsidharmendra,"Dear DHARMENDRA KUMAR UPADHAYA, You have been vaccinated with first dose of COVID-19. This message is from Union Ministry of Health and Family Welfare for obtaining your feedback on COVID -19 vaccination. You may provide your feedback by clicking on  https:Vaccination certificate",en,0.0,0.0,2.0,
153,2021-03-06 20:13:19 India Standard Time,mogitygupta,@SetuAarogya  the covid updates page is missing in the app.??.. It was a useful tracker for statewise information.  Pls look into it..,en,0.0,0.0,0.0,
154,2021-03-06 20:11:28 India Standard Time,raipursmartcity,"""स्ट्रीट फाॅर पीपल चैलेंज"" स्पर्धा के अंतर्गत वाकिंग ऑडिट 8 मार्च को। प्रोजेक्ट व नवाचारों से रूबरू होंगे आम नागरिक... https://t.co/rcYZPWTZCW  @MoHUA_India @Secretary_MoHUA #RaipurMunicipalCorporation #Covid_19 #morraipurmorjimmedari  https://t.co/XLOv0X6nhF",hi,0.0,0.0,2.0,
155,2021-03-06 20:01:08 India Standard Time,filmykeedaa,Dear @mybmc @MumbaiPolice There is 0 social distancing &amp; no mask been followed in and around Crawford Market  If u enforce a lockdown in my area I am not sure I am going to follow if u don’t stop this  Ps: This place is bang opposite Commissioner’s office #Covid #Covid19,en,0.0,0.0,0.0,
156,2021-03-06 19:57:10 India Standard Time,prasann16557085,"@SonuSood Dear Sir, i m a great fan of your huminity in covid. I am residing in a small village Bandhalipara of Balangir District, Odisha. In our Village 90% people are depends on out side of state working. Due to covid they are not earning now they are so many fooding problems.",en,0.0,0.0,0.0,
157,2021-03-06 19:48:23 India Standard Time,christinedelhi,It’s all too easy to carp &amp; criticise. Excellence &amp; good service need to be recognised. And so I’ve written a blog about the amazing experience I had today getting my first covid vaccine in a Delhi government hospital. Stellar treatment.  https://t.co/2vCDJ6pDVo,en,0.0,0.0,1.0,
158,2021-03-06 19:46:47 India Standard Time,manish85574277,@Congress_Army So you want situation like US in India?? You have seen death numbers in US &amp; if india didn't start lockdown by that time it was almost impossible to control Covid here..by consodering Indian health infrastructures..didn't you know before lockdown how many ventilators were here??,en,2.0,0.0,0.0,
159,2021-03-06 19:39:42 India Standard Time,sharwan68,कोई  जानकर  यहां है जो यह बता सके कि वेक्सिन का प्रयोग अभी की जितने covid  मरीज़ है उन को पहले किनुं नहीं लगाया जा रहा। #CoronaVirusUpdates,hi,0.0,0.0,1.0,
160,2021-03-06 19:39:19 India Standard Time,umashankerpras1,Will any oncologist kindly help me by advising me whether I should get covid vaccine when I have metatestic prostate cancer and on Arbitron 250 mg 4 tablets daily since March 1920  Harmon therapy till today . I am 76 years old. .,en,0.0,0.0,0.0,
161,2021-03-06 19:32:58 India Standard Time,aagarwal2,Huddled inside aero bridge for over 15mins during Covid times. Flight # 6E 6684. #COVID19  @IndiGo6E  https://t.co/dwAKY6dnCB,en,2.0,0.0,0.0,
162,2021-03-06 19:30:42 India Standard Time,quresa,Star Wars Identities Exhibition #starwars #identities #starwarsidentities #exhibition #art #artsciencemuseum #museum #covid_19 #marinabaysands #singapore #lockdown #staycation #staysafe @ ArtScience Museum  https://t.co/ObYdNwM9XG,en,0.0,0.0,0.0,
163,2021-03-06 19:30:02 India Standard Time,sirajnoorani,"Rajasthan reports 233 new COVID-19 cases and 114 recoveries in the last 24 hours, as per State Health Department. No new death reported during this period.  Total cases: 3,21,356 Total recoveries: 3,16,864 Active cases: 1,703 Death toll: 2,789  https://t.co/fDHbJ9h8GH",en,0.0,0.0,0.0,
164,2021-03-06 19:27:46 India Standard Time,dalmar_dirie,#Galkacio: Ardayda Schoolka Cumar samater Ayaa Saaka Ardaydiisu sameeyeen Kulan Alle Bari Iyo #Quraan #Akhris Isugu Jirah. Ardayda Ayaa Alle Ka Baryey In Cudurka Covid-19 Uu dalkeena Iyo Muslimiinta Kale Oo Idl. Waxa Howl wadeeen Ka Ahaa Mamule #Hon #Abdalle #Awil.  https://t.co/TbyrRr64SI,tl,0.0,11.0,21.0,
165,2021-03-06 19:22:40 India Standard Time,virendernailwal,@bcci don't hold any matches in maharashtra learn from fiasco At PSL there r many cities which r relatively free of covid use them...,en,0.0,0.0,0.0,
166,2021-03-06 19:13:47 India Standard Time,mulund_info,#4 ....  T-Ward Covid Growth rate upto 5th March’2021 @ 0.38%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/4MDcRtT9vc,en,1.0,0.0,3.0,
167,2021-03-06 19:13:10 India Standard Time,pritish89622414,Patna - Bhabua Road InterCity COVID - 19 Special 03243 today again late by approximately 30 HR this is nigh train so please  https://t.co/7CMjoAGjDX,en,0.0,0.0,1.0,
168,2021-03-06 19:11:40 India Standard Time,electrowebb,@birowoaji @denitask Wes ketemu rung karo sek ngomong wong indonesia kebal covid mergo mangan sego kucing?,in,0.0,0.0,0.0,
169,2021-03-06 19:10:33 India Standard Time,shwaasayoga,"Reunited by Yoga;Divided by Covid. @ Bangalore, India  https://t.co/SI6R62TImN",en,0.0,1.0,0.0,
170,2021-03-06 19:10:05 India Standard Time,roadsofmumbai,Can someone explain the logic behind this eligibility?  • Senior Citizen (Women) Indian Railways: 58 yrs  • Senior Citizen (Women) Covid-19 Vaccine: 60 yrs  Can we stick to one age limit as a standard in India?,en,6.0,7.0,67.0,
171,2021-03-06 19:09:46 India Standard Time,ananthaforu,"#ThisDayLastYear  6th March 2020  It was a rainy evening in #Bengaluru Social Distancing, unheard. It was lovely walk in the rain with no fear of catching Cold or Flu.   But, everything changed in just a matter of time.   Just before #Covid_19 struck  https://t.co/G4Rk7NSHIr",en,1.0,0.0,2.0,
