tweet,clean_tweet,hastags,attherate,urls,emojis,tokenized_Tweet,filteredToken,label
"@ARanganathan72 Best part is  Mumbai oldies cant wait If you dont have covid sit home relax, Go to work APNI SAFETY dekho Pr pr pr Aaj hi vaccine chaiye these are woke people with zero sense. Social distancing gayi tel lene Humko vaccine chaiye 😓 Sad to see such bright city with such peeps",best mumbai oldi cant wait dont covid sit home relax work apni safeti dekho aaj vaccin chaiy woke peopl zero sens social distanc gayi tel lene humko vaccin chaiy sad bright citi peep ,[],['@ARanganathan72'],[],['😓'],"['best', 'part', 'is', 'mumbai', 'oldies', 'cant', 'wait', 'if', 'you', 'dont', 'have', 'covid', 'sit', 'home', 'relax', 'to', 'work', 'apni', 'safety', 'dekho', 'pr', 'pr', 'pr', 'aaj', 'hi', 'vaccine', 'chaiye', 'these', 'are', 'woke', 'people', 'with', 'zero', 'sense', 'social', 'distancing', 'gayi', 'tel', 'lene', 'humko', 'vaccine', 'chaiye', 'sad', 'to', 'such', 'bright', 'city', 'with', 'such', 'peeps']","['best', 'part', 'mumbai', 'oldie', 'cant', 'wait', 'dont', 'covid', 'sit', 'home', 'relax', 'work', 'apni', 'safety', 'dekho', 'pr', 'pr', 'pr', 'aaj', 'hi', 'vaccine', 'chaiye', 'woke', 'people', 'zero', 'sense', 'social', 'distancing', 'gayi', 'tel', 'lene', 'humko', 'vaccine', 'chaiye', 'sad', 'bright', 'city', 'peep']",0
@srivathsacm  Today's video.  Place BKC. Mumbai. Event: covid vaccination.  https://t.co/JItyOrwXo4,today video place bkc mumbai event covid vaccin ,[],['@srivathsacm'],['https://t.co/JItyOrwXo4'],[],"['todays', 'video', 'place', 'bkc', 'mumbai', 'event', 'covid', 'vaccination']","['today', 'video', 'place', 'bkc', 'mumbai', 'event', 'covid', 'vaccination']",0
Me on the first flight after this covid  https://t.co/JaYQnKdYuB,flight covid ,[],[],['https://t.co/JaYQnKdYuB'],[],"['me', 'on', 'first', 'flight', 'after', 'this', 'covid']","['first', 'flight', 'covid']",0
"With a focus on the Covid crisis, innovation, India-Sweden to hold virtual summit  https://t.co/JInBqm43dT  @wionews",focu covid crisi innov indiasweden hold virtual summit ,[],['@wionews'],['https://t.co/JInBqm43dT'],[],"['with', 'a', 'focus', 'on', 'covid', 'crisis', 'innovation', 'indiasweden', 'to', 'hold', 'virtual', 'summit']","['focus', 'covid', 'crisis', 'innovation', 'indiasweden', 'hold', 'virtual', 'summit']",0
"BREAKING: Tickets on sale NOW for the 2021 Formula 1 Gulf Air #BahrainGP! A chance to witness #TheFirstEdition of F1 2021, from 26 to 28 March. Important note: Tickets are only available to vaccinated or COVID-19 recovered individuals. Visit  https://t.co/T9mOq5Taj0 for more info.  https://t.co/y5Rp5J6NHM",break ticket sale formula gulf air chanc wit march import note ticket avail vaccin covid recov individu visit info ,"['#BahrainGP!', '#TheFirstEdition']",[],"['https://t.co/T9mOq5Taj0', 'https://t.co/y5Rp5J6NHM']",[],"['breaking', 'tickets', 'on', 'sale', 'now', 'for', 'formula', 'gulf', 'air', 'a', 'chance', 'to', 'witness', 'of', 'f', 'to', 'march', 'important', 'note', 'tickets', 'are', 'only', 'available', 'to', 'vaccinated', 'or', 'covid', 'recovered', 'individuals', 'visit', 'for', 'more', 'info']","['breaking', 'ticket', 'sale', 'formula', 'gulf', 'air', 'chance', 'witness', 'f', 'march', 'important', 'note', 'ticket', 'available', 'vaccinated', 'covid', 'recovered', 'individual', 'visit', 'info']",0
"Here is a complete list of countries India has sent covid vaccine so far. 47 countries from Caribbean to Asean, from Africa to Canada.  https://t.co/4O6HH9Ljjx",complet list countri india sent covid vaccin far countri caribbean asean africa canada ,[],[],['https://t.co/4O6HH9Ljjx'],[],"['here', 'is', 'a', 'complete', 'list', 'of', 'countries', 'india', 'has', 'sent', 'covid', 'vaccine', 'so', 'far', 'countries', 'caribbean', 'to', 'asean', 'africa', 'to', 'canada']","['complete', 'list', 'country', 'india', 'sent', 'covid', 'vaccine', 'far', 'country', 'caribbean', 'asean', 'africa', 'canada']",0
"India sends COVID vaccines to 47 countries - Canada gets 500k doses, Caribbean lauds generosity  https://t.co/NATNneCf1U",india send covid vaccin countri canada caribbean laud generos ,[],[],['https://t.co/NATNneCf1U'],[],"['india', 'sends', 'covid', 'vaccines', 'to', 'countries', 'canada', 'gets', 'k', 'doses', 'caribbean', 'lauds', 'generosity']","['india', 'sends', 'covid', 'vaccine', 'country', 'canada', 'get', 'k', 'dos', 'caribbean', 'lauds', 'generosity']",0
"India sends Covid vaccines to 47 countries; Canada gets 500,000, CARICOM region thank New Delhi's Generosity.  https://t.co/rOGC8P5Nhe  @wionews",india send covid vaccin countri canada caricom region new delhi generos ,[],['@wionews'],['https://t.co/rOGC8P5Nhe'],[],"['india', 'sends', 'covid', 'vaccines', 'to', 'countries', 'canada', 'gets', 'caricom', 'region', 'new', 'delhis', 'generosity']","['india', 'sends', 'covid', 'vaccine', 'country', 'canada', 'get', 'caricom', 'region', 'new', 'delhi', 'generosity']",0
"Kuwait Daily Covid Cases Rise To 1,716 | Kuwait Local   https://t.co/vhBAigPara",kuwait daili covid case rise kuwait local ,[],[],['https://t.co/vhBAigPara'],[],"['kuwait', 'daily', 'covid', 'cases', 'rise', 'to', 'kuwait', 'local']","['kuwait', 'daily', 'covid', 'case', 'rise', 'kuwait', 'local']",0
"Kuwait Daily Covid Cases Rise To 1,716 | Kuwait Local   https://t.co/vhBAigPara",kuwait daili covid case rise kuwait local ,[],[],['https://t.co/vhBAigPara'],[],"['kuwait', 'daily', 'covid', 'cases', 'rise', 'to', 'kuwait', 'local']","['kuwait', 'daily', 'covid', 'case', 'rise', 'kuwait', 'local']",0
"Kuwait Daily Covid Cases Rise To 1,716 | Kuwait Local   https://t.co/vhBAigPara",kuwait daili covid case rise kuwait local ,[],[],['https://t.co/vhBAigPara'],[],"['kuwait', 'daily', 'covid', 'cases', 'rise', 'to', 'kuwait', 'local']","['kuwait', 'daily', 'covid', 'case', 'rise', 'kuwait', 'local']",0
"Next Lockdown on the way -   ""Over 85% of new COVID-19 cases are from six states across India""   https://t.co/qPOHskg6Ru",lockdown way new covid case state india ,[],[],['https://t.co/qPOHskg6Ru'],[],"['next', 'lockdown', 'on', 'way', 'over', 'of', 'new', 'covid', 'cases', 'are', 'six', 'states', 'across', 'india']","['next', 'lockdown', 'way', 'new', 'covid', 'case', 'six', 'state', 'across', 'india']",0
BallWork Drills #ACMilan #Fortnite #VaccinePassports #twitchstream #Malaysian #DemiPemulihanRI #vaccine #COVID19Vaccine #COVID #EuropaLeague #ChampionsLeague #UEFAChampionsLeague #MFLTransfer2021 #PremierLeague #PRELEMI #footballtime #EuropaLeague #ATMCHE #CHUANG2021 ￼  https://t.co/t8rsBM7cmK,ballwork drill ,"['#ACMilan', '#Fortnite', '#VaccinePassports', '#twitchstream', '#Malaysian', '#DemiPemulihanRI', '#vaccine', '#COVID19Vaccine', '#COVID', '#EuropaLeague', '#ChampionsLeague', '#UEFAChampionsLeague', '#MFLTransfer2021', '#PremierLeague', '#PRELEMI', '#footballtime', '#EuropaLeague', '#ATMCHE', '#CHUANG2021']",[],['https://t.co/t8rsBM7cmK'],[],"['ballwork', 'drills', '￼']","['ballwork', 'drill', '￼']",0
"There are normally two sleeper trains to Chiang Mai every night, the new No.9 and the older No.13. As not so many people are traveling during COVID, only one sleeper train is running. Unfortunately it’s the old one as you can see from the photos. But still clean and comfortable.  https://t.co/rw4v6sK19Y",normal sleeper train chiang mai night new older peopl travel covid sleeper train unfortun old photo clean comfort ,[],[],['https://t.co/rw4v6sK19Y'],[],"['there', 'are', 'normally', 'two', 'sleeper', 'trains', 'to', 'chiang', 'mai', 'every', 'night', 'new', 'no', 'and', 'older', 'no', 'as', 'so', 'people', 'are', 'traveling', 'during', 'covid', 'only', 'one', 'sleeper', 'train', 'is', 'running', 'unfortunately', 'it', '’', 's', 'old', 'one', 'as', 'you', 'can', 'photos', 'but', 'still', 'clean', 'and', 'comfortable']","['normally', 'two', 'sleeper', 'train', 'chiang', 'mai', 'every', 'night', 'new', 'older', 'people', 'traveling', 'covid', 'one', 'sleeper', 'train', 'running', 'unfortunately', 'it’s', 'old', 'one', 'photo', 'still', 'clean', 'comfortable']",0
"Phuket, Pattaya, and other foreign tourism reliant parts of Thailand pushing forward hard for priority of their local residents to be vaccinated for Covid-19 by September of 2021, in time for high season this year.   https://t.co/lFY6ntWRg7",phuket pattaya foreign tourism reliant part thailand push forward hard prioriti local resid vaccin covid septemb time high season year ,[],[],['https://t.co/lFY6ntWRg7'],[],"['phuket', 'pattaya', 'and', 'other', 'foreign', 'tourism', 'reliant', 'parts', 'of', 'thailand', 'pushing', 'forward', 'hard', 'for', 'priority', 'of', 'their', 'local', 'residents', 'to', 'vaccinated', 'for', 'covid', 'by', 'september', 'of', 'in', 'time', 'for', 'high', 'season', 'this', 'year']","['phuket', 'pattaya', 'foreign', 'tourism', 'reliant', 'part', 'thailand', 'pushing', 'forward', 'hard', 'priority', 'local', 'resident', 'vaccinated', 'covid', 'september', 'time', 'high', 'season', 'year']",0
@IndiGo6E dear please tel me i have to go urgent in kolkata tomorrow but i am not able to get covid report as it take minimum 12hr plz help,dear tel urgent kolkata tomorrow abl covid report minimum plz help ,[],['@IndiGo6E'],[],[],"['dear', 'please', 'tel', 'me', 'i', 'have', 'to', 'urgent', 'in', 'kolkata', 'tomorrow', 'but', 'i', 'am', 'able', 'to', 'covid', 'report', 'as', 'it', 'minimum', 'hr', 'plz', 'help']","['dear', 'please', 'tel', 'urgent', 'kolkata', 'tomorrow', 'able', 'covid', 'report', 'minimum', 'hr', 'plz', 'help']",0
BAD NEWS..  HBL PSL 6 has been postponed after multiple positive Covid-19 cases.  https://t.co/AkY4GwP3mU,bad news hbl psl postpon multipl posit covid case ,[],[],['https://t.co/AkY4GwP3mU'],[],"['bad', 'news', 'hbl', 'psl', 'has', 'been', 'postponed', 'after', 'multiple', 'positive', 'covid', 'cases']","['bad', 'news', 'hbl', 'psl', 'postponed', 'multiple', 'positive', 'covid', 'case']",0
"Things were going perfect for PCB. Organised domestic matches, hosted Zimbabwe and SouthAfrica for bilateral series, completed PSL 5. And now once again entire tournament was about to played in Pakistan during Covid with spectators also allowed.",thing perfect pcb organis domest match host zimbabw southafrica bilater seri complet psl entir tournament play pakistan covid spectat allow ,[],[],[],[],"['things', 'were', 'going', 'perfect', 'for', 'pcb', 'organised', 'domestic', 'matches', 'hosted', 'zimbabwe', 'and', 'southafrica', 'for', 'bilateral', 'series', 'completed', 'psl', 'and', 'now', 'once', 'again', 'entire', 'tournament', 'was', 'about', 'to', 'played', 'in', 'pakistan', 'during', 'covid', 'with', 'spectators', 'allowed']","['thing', 'going', 'perfect', 'pcb', 'organised', 'domestic', 'match', 'hosted', 'zimbabwe', 'southafrica', 'bilateral', 'series', 'completed', 'psl', 'entire', 'tournament', 'played', 'pakistan', 'covid', 'spectator', 'allowed']",0
India donated one million doze of  Covid-19 vaccine Covishield to Nepal.This vaccine is made by Oxford and Astra Zeneca.The Government of India  has fixed the price of the vaccine Rs 250 per doze. Canada  has purchased two million doze of this vaccine.,india donat million doze covid vaccin covishield nepalthi vaccin oxford astra zenecath govern india fix price vaccin doze canada purchas million doze vaccin ,[],[],[],[],"['india', 'donated', 'one', 'million', 'doze', 'of', 'covid', 'vaccine', 'covishield', 'to', 'nepalthis', 'vaccine', 'is', 'made', 'by', 'oxford', 'and', 'astra', 'zenecathe', 'government', 'of', 'india', 'has', 'fixed', 'price', 'of', 'vaccine', 'rs', 'per', 'doze', 'canada', 'has', 'purchased', 'two', 'million', 'doze', 'of', 'this', 'vaccine']","['india', 'donated', 'one', 'million', 'doze', 'covid', 'vaccine', 'covishield', 'nepalthis', 'vaccine', 'made', 'oxford', 'astra', 'zenecathe', 'government', 'india', 'fixed', 'price', 'vaccine', 'r', 'per', 'doze', 'canada', 'purchased', 'two', 'million', 'doze', 'vaccine']",0
"@fekufakir @ParamveerChoud9 @arpaninto1 @BesuraTaansane @desimojito 1947: India received 93 cases of penicillin from Canada.  2021: Canada received 5 lakh doses of Covid-19 vaccines from India, 15 lakh more doses to be supplied soon.",india receiv case penicillin canada canada receiv lakh covid vaccin india lakh suppli soon ,[],"['@fekufakir', '@ParamveerChoud9', '@arpaninto1', '@BesuraTaansane', '@desimojito']",[],[],"['india', 'received', 'cases', 'of', 'penicillin', 'canada', 'canada', 'received', 'lakh', 'doses', 'of', 'covid', 'vaccines', 'india', 'lakh', 'more', 'doses', 'to', 'supplied', 'soon']","['india', 'received', 'case', 'penicillin', 'canada', 'canada', 'received', 'lakh', 'dos', 'covid', 'vaccine', 'india', 'lakh', 'dos', 'supplied', 'soon']",0
COVID-19 Malaysia Updates  https://t.co/8DjfxMgKbv,covid malaysia updat ,[],[],['https://t.co/8DjfxMgKbv'],[],"['covid', 'malaysia', 'updates']","['covid', 'malaysia', 'update']",0
Maharashtra blamed surge in #Covid_19 cases to #weddings. Marriages are truly made in heaven.    https://t.co/oIdZcJEH1J,maharashtra blame surg case marriag truli heaven ,"['#Covid_19', '#weddings.']",[],['https://t.co/oIdZcJEH1J'],[],"['maharashtra', 'blamed', 'surge', 'in', 'cases', 'to', 'marriages', 'are', 'truly', 'made', 'in', 'heaven']","['maharashtra', 'blamed', 'surge', 'case', 'marriage', 'truly', 'made', 'heaven']",0
A preprint providing important insights into the real-life post-COVID vaccination antibody response with COVISHIELD in India!  High antibody response was seen in a median duration of 28 days after the first dose!!  #Covishield #COVID19India #COVID19Vaccine  https://t.co/9WDaY3yvfV,preprint provid import insight reallif postcovid vaccin antibodi respons covishield india high antibodi respons median durat day dose ,"['#Covishield', '#COVID19India', '#COVID19Vaccine']",[],['https://t.co/9WDaY3yvfV'],[],"['a', 'preprint', 'providing', 'important', 'insights', 'into', 'reallife', 'postcovid', 'vaccination', 'antibody', 'response', 'with', 'covishield', 'in', 'india', 'high', 'antibody', 'response', 'was', 'seen', 'in', 'a', 'median', 'duration', 'of', 'days', 'after', 'first', 'dose']","['preprint', 'providing', 'important', 'insight', 'reallife', 'postcovid', 'vaccination', 'antibody', 'response', 'covishield', 'india', 'high', 'antibody', 'response', 'seen', 'median', 'duration', 'day', 'first', 'dose']",0
*PSL 6* Postponed 🥺 Meanwhile COVID-19 #PSL6 #pashawarzalmi #YellowStorm #TalhaZiaMTZ  https://t.co/CfoPPTbNAj,psl postpon covid ,"['#PSL6', '#pashawarzalmi', '#YellowStorm', '#TalhaZiaMTZ']",[],['https://t.co/CfoPPTbNAj'],['🥺'],"['psl', 'postponed', 'meanwhile', 'covid']","['psl', 'postponed', 'meanwhile', 'covid']",0
COVID Vaccines Production by country!  https://t.co/9s39NPPaiV,covid vaccin product countri ,[],[],['https://t.co/9s39NPPaiV'],[],"['covid', 'vaccines', 'production', 'by', 'country']","['covid', 'vaccine', 'production', 'country']",0
"#HumanCentric #Design.  Quotes from industry leaders applying #DesignThinking in Covid; ""Artists realised that they all need to come together, and the only way to do that is by helping each other and sharing the information with each other""@ssp10feb   https://t.co/sE0xsaZEzV",quot industri leader appli covid artist realis way help share inform ,"['#HumanCentric', '#Design.', '#DesignThinking']",[],['https://t.co/sE0xsaZEzV'],[],"['quotes', 'industry', 'leaders', 'applying', 'in', 'covid', 'artists', 'realised', 'that', 'they', 'all', 'to', 'together', 'and', 'only', 'way', 'to', 'that', 'is', 'by', 'helping', 'each', 'other', 'and', 'sharing', 'information', 'with', 'each', 'other']","['quote', 'industry', 'leader', 'applying', 'covid', 'artist', 'realised', 'together', 'way', 'helping', 'sharing', 'information']",0
@Saranghae_peace I learnt dishes cleaning during COVID,learnt dish clean covid ,[],['@Saranghae_peace'],[],[],"['i', 'learnt', 'dishes', 'cleaning', 'during', 'covid']","['learnt', 'dish', 'cleaning', 'covid']",0
"79 new COVID-19 cases in J-K  #JMUSGR: Jammu and Kashmir on Thursday reported 79 new positive cases, taking tally to 126772.  14 from Jammu division, 65 from Kashmir division.  https://t.co/Gjm5dsAuJ7",new covid case jammu kashmir thursday report new posit case talli jammu divis kashmir divis ,['#JMUSGR:'],[],['https://t.co/Gjm5dsAuJ7'],[],"['new', 'covid', 'cases', 'in', 'jk', 'jammu', 'and', 'kashmir', 'on', 'thursday', 'reported', 'new', 'positive', 'cases', 'taking', 'tally', 'to', 'jammu', 'division', 'kashmir', 'division']","['new', 'covid', 'case', 'jk', 'jammu', 'kashmir', 'thursday', 'reported', 'new', 'positive', 'case', 'taking', 'tally', 'jammu', 'division', 'kashmir', 'division']",0
"Hi BSES,  Its been a week since our area West Sagarpur Delhi is effected with a long power cut again and again. In the circumstances of COVID pandemic we are WFH but affected with power cut.  To show your credibility could you please restore power asap.  #BRPL @bsesdelhi #bses",week area west sagarpur delhi effect long power cut circumst covid pandem wfh affect power cut credibl restor power asap ,"['#BRPL', '#bses']",['@bsesdelhi'],[],[],"['hi', 'bses', 'its', 'been', 'a', 'week', 'since', 'our', 'area', 'west', 'sagarpur', 'delhi', 'is', 'effected', 'with', 'a', 'long', 'power', 'cut', 'again', 'and', 'again', 'in', 'circumstances', 'of', 'covid', 'pandemic', 'we', 'are', 'wfh', 'but', 'affected', 'with', 'power', 'cut', 'to', 'show', 'your', 'credibility', 'you', 'please', 'restore', 'power', 'asap']","['hi', 'bs', 'week', 'since', 'area', 'west', 'sagarpur', 'delhi', 'effected', 'long', 'power', 'cut', 'circumstance', 'covid', 'pandemic', 'wfh', 'affected', 'power', 'cut', 'show', 'credibility', 'please', 'restore', 'power', 'asap']",0
