,Unnamed: 0,created_at,username,tweet,language,replies_count,retweets_count,likes_count
129,129,2021-06-10 22:41:46 India Standard Time,avkscm,@CMofKarnataka @BSYBJP Sir. We are with you. I support lockdown. You are really breaking the chain of Corona Virus. Hats of to you Sir. Nothing is precious than people's health and their safety. Lockdown is the right step for stopping COID-19 chain. Stay safe Sir.,en,1.0,0.0,0
131,131,2021-06-10 22:40:45 India Standard Time,pahitem,Dear Honourable's sir Are BJP karyakartas are immune from Corona Virus? SOP's are only for common people? @KirenRijiju @PemaKhanduBJP @RebiaNabam @tamephassangBJP @tabatedir1 @NatungMama @DgpPradesh @MyGovArunachal @BrigMishra @DistrictICC,en,0.0,0.0,0
132,132,2021-06-10 22:38:02 India Standard Time,dawnstaranusha,So one of mother’s friends got corona while visiting a doctor because the doctor was himself a corona patient. Moral of the story: Not to trust anyone !! 😷😵‍💫 #coronavirus,en,0.0,0.0,0
133,133,2021-06-10 22:33:29 India Standard Time,bhaskarkumarv,List of all COVID-19 vaccines being made and manufactured in India | The Times of India  https://t.co/KR6HussYcO.. #covid #CovidVaccine #coronavirus #corona,en,0.0,0.0,0
134,134,2021-06-10 22:28:36 India Standard Time,sunilgu42821499,"Akash sir is sharing in aads, Saying, corona ko hara na hai niyamo ka palan karo, We leave in 300sqft area, how can we seperate one of our family member, wich is infected by corona,  Is corona virus is, only for rich people Ha ha ha  Pls share new, aad for poor people for covid",en,0.0,0.0,0
136,136,2021-06-10 22:05:44 India Standard Time,jaweedhussain16,@MinisterKTR @KTRTRS Good evening sir and Allah save you and yours family from coronavirus and current viruses sir plz look at my area jalpally muncipalty kothapet wadi e juban street no drainage no roads no drinking water no street lights plz help us malaria dingo typhoid regular every home jalpally,en,0.0,0.0,0
137,137,2021-06-10 22:05:18 India Standard Time,ajaysverma_,Where is the corona appropriate behaviour 😀 no one question then..bcs they are the rule. Maker &amp; breaker #rajasthan @DainikBhaskar @ZeeNews @News18Rajasthan @BJP4Rajasthan @SachinPilot #coronavirus @aajtak @AmanChopra_ @SudarshanNewsTV,en,0.0,0.0,0
139,139,2021-06-10 21:44:47 India Standard Time,soundirarajanr,Coronavirus marriage home marriage small group marriage and low budget cost marriage  https://t.co/0UwOQQXCtA,en,0.0,0.0,0
140,140,2021-06-10 21:44:08 India Standard Time,soundirarajanr,Coronavirus death husband wife enjoy death best life  https://t.co/zt08kobVIQ,en,0.0,0.0,0
141,141,2021-06-10 21:42:41 India Standard Time,sipgrab,"Coronavirus Update: New daily COVID-19 cases rise back above 20,000, as cases and deaths increase for 3rd straight day  https://t.co/0RuNypS3VL #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0
142,142,2021-06-10 21:34:28 India Standard Time,ajitjalap,@AnumaVidisha It mean #coronavirus 😊,en,0.0,0.0,1
143,143,2021-06-10 21:28:25 India Standard Time,kiran_nambiar,Not sure if anyone actually knows what’s going on with the #covid variants. Just saw this on my news feed today. 🙈 #coronavirus #vaccine #Covaxin #Covishield  https://t.co/3WhpxiuHzr,en,0.0,0.0,1
144,144,2021-06-10 21:27:51 India Standard Time,islamabadcci,Sardar Yasir Ilyas Khan-President ICCI expressing his views on the effects of Coronavirus on businesses and the expectations of business community from the upcoming fiscal budget '21. 🇵🇰  https://t.co/pF8HyG2Lfh,en,0.0,3.0,8
147,147,2021-06-10 21:09:30 India Standard Time,drdrjawaharl," https://t.co/ciGWzIYXbp InThe aftermath of Lakshadweeps' Administrator's sweepg ordersTo changeThe cultural identity ofThe Island,theL'dweep-based actress Aisha Sultana parachuted into controversy by makg a wild allegatnThat GoI unleashed Corona virus as a Bioweapon inThe island.",en,0.0,0.0,0
149,149,2021-06-10 20:46:51 India Standard Time,divyajfound,"#divyajfoundation in association with #Zerodha organises two day free #vaccinationdrive  at Sharda Mandir High School, Girgaum, Mumbai.  Vaccination is one of the most important tools in our fight against #coronavirus along with our disciplined practice to #WearMask  https://t.co/ZtTA66AZ88",en,1.0,0.0,1
150,150,2021-06-10 20:46:03 India Standard Time,jehlamtimes,"Will to survive: 96 years old beats Coronavirus in Rajouri; Timely treatment, vaccination helped in recovery, says family  #RAJOURI: The Covid-19 pandemic has caused innumerable deaths across the world and it could easily be considered one of the worst events in modern history.  https://t.co/qdO7WTOfqy",en,0.0,0.0,1
154,154,2021-06-10 20:03:59 India Standard Time,vietnewsgateway,61 of #Vietnam’s 211 new #coronavirus infections recorded in Ho Chi Minh City  https://t.co/QdqMpV0o0r,en,0.0,1.0,4
155,155,2021-06-10 19:54:55 India Standard Time,viralbhayani77,Boxing legend Dingko Singh passed away on Thursday following a long battle with liver cancer and even a bout of coronavirus last year.  Dingko Singh was bestowed with Arjuna award in 1998 and was awarded with the Padma Shri in 2013. #DingkoSingh Om Shanti 🙏  https://t.co/K5Lfzh6VL8,en,3.0,19.0,111
156,156,2021-06-10 19:40:35 India Standard Time,jannsamvaad,Which COVID VACCINE you prefer? #COVID19 #vaccine #Covishield #Covaxin #SputnikV #CovidVaccine #CoronaPandemic #coronavirus,en,0.0,0.0,0
157,157,2021-06-10 19:33:30 India Standard Time,jannsamvaad,"Union Health Ministry caps charges for administration of Covishield at Rs 780, Covaxin at Rs 1,410, and Sputnik V at Rs 1,145 in private hospitals, based on the prices currently declared by vaccine manufacturers. #COVID19 #Covishield #coronavirus #CovidVaccine",en,0.0,0.0,2
158,158,2021-06-10 19:11:24 India Standard Time,trikutanews,"10 June 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 1117 new positive cases, 282142 recovered so far  https://t.co/xNQLTyIhuS",en,0.0,0.0,0
159,159,2021-06-10 19:07:37 India Standard Time,vietnewsgateway,"2,000 workers at Saigon’s foreign firm tested after detection of #coronavirus patient  https://t.co/zpVg47piAS",en,0.0,0.0,6
160,160,2021-06-10 18:29:24 India Standard Time,itsmynatak,"This is part of the play Corona Virus, which was first performed in Wadala last week by the Young Creative Production theatre group. Written in Hindi and Marathi, many more iterations are planned in the coming weeks across Mumbai.  https://t.co/kn81KucSbK",en,0.0,2.0,5
161,161,2021-06-10 18:26:14 India Standard Time,mulund_info,Mulund Growth    ↔️@ 0.10% Mumbai Average ↔️@ 0.12%  T-Ward Covid Growth rate till 9th June’2021 - 0.10%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/HSFq2TTnWG,en,0.0,1.0,1
162,162,2021-06-10 18:20:04 India Standard Time,mridula84832662,"@madhukishwar @narendramodi @AmitShah Rightly said mam.. Sant Shri Asharamji Bapu suffered from deadly corona virus &amp; His haemoglobin dropped to 3.5, which is very dangerous in 85 years of age. Still this Hindutva vadi government did not do anything to release innocent #Bapuji. This is very inhumane.  https://t.co/05PZpeCEga",en,0.0,10.0,12
163,163,2021-06-10 18:17:35 India Standard Time,drdebm,#VaccinationDrive #COVID19 #coronavirus #Vaccination Please go and get your jab at the earliest! @loftusgeek @amit270364 @saurabhd04 @miss_drashti @Kriti75636721 @lakhanmenghani @553ca1f503d647c @bpadmakali  https://t.co/Af4i9N8sQk,en,1.0,0.0,3
164,164,2021-06-10 18:11:03 India Standard Time,athaudadasuni,"🦠‼️ TRAVEL RESTRICTIONS TO BE LIFTED ‼️  Travel restrictions will be lifted at 04 AM on 14th June, as announced earlier.  - Army Commander  #lka #SriLanka #COVID19 #COVID19LK #COVID19SL #News1st #Coronavirus #TravelRestrictions",en,5.0,21.0,176
165,165,2021-06-10 17:31:18 India Standard Time,pipalkoti,"Had seen many animals horror films like Anaconda, Jaws, Piranha.  But never thought such horror will become reality. Corona Virus has killed millions of humans. We fear even nfected family member as he may be Dracula. Nature has proved humans are not invincible.  (Photo from web)  https://t.co/Ur6SCHsf4N",en,0.0,0.0,1
166,166,2021-06-10 17:21:10 India Standard Time,jayanta13998620,"Coronavirus: Hong Kong children aged 12 to 15 can begin booking vaccination slots from Friday, get jabs on Monday  https://t.co/GTirgBgTXv",en,0.0,0.0,0
167,167,2021-06-10 17:20:48 India Standard Time,jayanta13998620,Coronavirus: G7 plans 1 billion extra vaccine shots to end pandemic in 2022  https://t.co/u2vCVKGoX9,en,0.0,0.0,0
168,168,2021-06-10 17:20:32 India Standard Time,jayanta13998620,Coronavirus: Taiwan vaccine maker poised to release phase 2 clinical trial data  https://t.co/S2w4st9RlG,en,0.0,0.0,0
171,171,2021-06-10 16:01:43 India Standard Time,kumarkalhan,◆China's arrogance has become a threat to the world. The world has to be united against China.  https://t.co/MZsiWoynqG  ◆8. Indian defense expert claims. The corona virus is the biological weapon of the Chinese Communist Army.   https://t.co/MZsiWoynqG  #WorldEnemyChina  https://t.co/7Grgt0Ndb7,en,0.0,0.0,7
172,172,2021-06-10 15:36:02 India Standard Time,dpsrini,@narendramodi  Time for govt to support families like who losted their bread earners due to #coronavirus thru  @IncomeTaxIndia dept instead of  social welfare  @myogiadityanath @TelanganaCMO,en,0.0,0.0,1
173,173,2021-06-10 15:32:33 India Standard Time,sipgrab,"Coronavirus News LIVE Updates: Odisha#39;s COVID-19 tally mounts to 8.37 lakh with 6,097 new cases, death toll reaches 3,167  https://t.co/XUEpc84n6j #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0
174,174,2021-06-10 15:17:35 India Standard Time,sipgrab,Coronavirus News LIVE Updates: Dharmendra Pradhan dedicates to the public 114-bedded COVID care facility in Chhattisgarh  https://t.co/n0WJzNzCUX #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0
175,175,2021-06-10 15:15:49 India Standard Time,sadafsayeed,#Covid update shows. Yesterday 93883 new cases were identifies but covid related deaths have jumped to 6139.This is the highest number of casualties due to coronavirus since inception. Data manipulation is coming out deaths which were not reported earlier are now getting counted.  https://t.co/R1t2BDV1GA,en,0.0,0.0,2
176,176,2021-06-10 14:31:57 India Standard Time,soundirarajanr,Coronavirus marriage home marriage small group marriage and low budget cost marriage  https://t.co/kyg9vMhqbG,en,0.0,0.0,0
177,177,2021-06-10 14:31:22 India Standard Time,soundirarajanr,Coronavirus death husband wife enjoy death best life  https://t.co/Ct8KsrQ1Jb,en,0.0,0.0,0
179,179,2021-06-10 13:40:03 India Standard Time,sipgrab,Coronavirus News LIVE Updates: Kerala tourist destinations to be complete #39;vaccinated zones#39; by July 15  https://t.co/JuLNweQez2 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0
181,181,2021-06-10 13:13:21 India Standard Time,dpsrini,Time to setup one #oxygen plant per 5 lacs population before #ThirdWave Thru PPP model or Pvt immediately  #coronavirus #Telangana #India  @PMOIndia @narendramodi @TelanganaCMO @KTRTRS @WeAreHyderabad @CoreenaSuares2  https://t.co/IF5kdTlmbB,en,0.0,0.0,1
182,182,2021-06-10 12:39:04 India Standard Time,sipgrab,Coronavirus News LIVE Updates: Delhi CM Arvind Kejriwal inspects construction of oxygen storage tank near Siraspur  https://t.co/oWIcmSBv56 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0
183,183,2021-06-10 12:28:56 India Standard Time,jahanghirsyed,"My Aunt, Khamar Begum is suffering from Corona Virus. The family has done all to collect amount required for her treatment but Rs.200000 more is required to pay for all the medical expenses As the amount required is huge, I request Sonu Sood Sir  to  help us for her treatment.  https://t.co/ZlLlOytB94",en,1.0,0.0,0
184,184,2021-06-10 12:19:54 India Standard Time,bihiabdalla,"Child labour swells for first time in two decades and the coronavirus crisis threatens to push millions more youngsters towards the same fate, the @UN warns   https://t.co/YaPdhN1Xj1  https://t.co/jTvtvw0dAx   https://t.co/hEXHJVSW23 via @YahooNews",en,0.0,0.0,0
185,185,2021-06-10 12:17:37 India Standard Time,sipgrab,"Coronavirus News LIVE Updates: India records highest single-day COVID-19 fatalities at 6,148, death toll rises above 3.59 lakh  https://t.co/sbvz9aZzos #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0
186,186,2021-06-10 12:17:23 India Standard Time,helpinghand_med,Order your medicines in one click &amp; get it delivered within 24hrs ⏰  Install app now -  https://t.co/CMqCYidD4r  Get 10-15% off on your #medicines as well as on #Labtest  #COVID19 #coronavirus #CovidVaccine #COVID19Vic #CovidVaccine #lockdown #oxygen #belgaum #belagavi *tnc  https://t.co/jNT2th3s60,en,0.0,1.0,1
187,187,2021-06-10 12:02:33 India Standard Time,prem06125548,@ArvindKejriwal ...@LtGovDelhi ..........Delhi people travelling in sharing auto and sharing Battry rickshaw are close to be carrier of Chinese corona virus COVID 19..request to order them to run their rickshaw at 50 % capacity,en,0.0,0.0,0
188,188,2021-06-10 12:00:17 India Standard Time,zubeenthe,"This tribute is for  all the Heroes Fighting day and night with corona virus, Doctor, Police and Every Government and non Government workers Thank you to all💓 #CovidVaccine #COVID19 #MotivationalSpeaker   #StayHomeStaySafe  #Covishield  #police #Doctor  #CovidIndia  #FirstTweet  https://t.co/loipVV6uAs",en,1.0,0.0,2
189,189,2021-06-10 11:41:03 India Standard Time,sipgrab,Coronavirus News LIVE Updates: India#39;s COVID-19 recovery rate improves to 94.77%  https://t.co/MSQmdYVEzI #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0
191,191,2021-06-10 11:17:34 India Standard Time,helpinghand_med,🌦Monsoon offer🌦  Flat 15% off on Medicines 🥳  #LokiWednesdays #LockDown #belagavi #belgaum #BUTTERDAY #Covaxin #COVID19Vic #thursdayvibes #thursdaymorning #coronavirus #vaccine *tnc,en,0.0,1.0,0
194,194,2021-06-10 10:57:21 India Standard Time,pankajxxatry12,"@ranojpegu congratulations sir. 🥳  U are going to make a history.  No one can do this except you sir.❤🙏☺  What is corona virus..?  “ it's just a virus, but examination is life ” @PankajXxatry12 @AdvMamtaSharma @sajin_aktar @himantabiswa #CancelAssamBoardExam  #savestudents",en,0.0,0.0,0
195,195,2021-06-10 10:57:02 India Standard Time,sipgrab,"Coronavirus News LIVE Updates: India records 94,052 new COVID-19 cases; Bihar confirms 9,429 deaths so far  https://t.co/R1OK6ocIlt #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0
196,196,2021-06-10 10:51:02 India Standard Time,sipgrab,"Coronavirus News LIVE Updates: India sees highest single-day COVID-19 deaths at 6,148, fresh cases remain below 1 lakh  https://t.co/lF6GNm2LfK #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0
200,200,2021-06-14 03:16:24 India Standard Time,ravi9929,"Covid-19 Vaccination should be done door to door ,Not at center level this will lead preservation and complete use of vaccine doses.#Narendermodi #AshokGehlot #IndiaFightsCorana  #coronavirus",en,0.0,0.0,0
201,201,2021-06-14 02:47:09 India Standard Time,digital_waves68,coffee with corona virus time  https://t.co/ZAM7ujCffu,en,0.0,0.0,0
202,202,2021-06-14 01:07:07 India Standard Time,hemitoltd,"Your blood is precious, donate it and make it divine! Because the blood you donate give someone another chance at life. World Blood Donor Day!  #WorldBloodDonorDay2021 #blooddonation #donateblood #savelives #giveblood #savealife #donatebloodtoday #health #coronavirus  https://t.co/2GXMfMFqBF",en,0.0,0.0,0
203,203,2021-06-14 01:00:01 India Standard Time,nursing_pk," https://t.co/jWbISLeOCO significantly improves the quality of life for people with health and social care needs in all environments whether at home, in residential care settings or through specialist healthcare services. #HomeNursingCare  #coronavirus  https://t.co/UZcawAxTbf",en,0.0,0.0,0
204,204,2021-06-14 00:04:18 India Standard Time,journeyaari,10 Most Relaxing Holiday Destinations list.  Want to see all 10 Destinations then just click on this👇  👉 https://t.co/hQzjbOQNfj . #Journeyaari #traveling #travel #Explore #travelblogger #traveler #COVID #coronavirus #holiday #weekend #Trending #Nature #naturelove #NatureBeauty  https://t.co/9s5rJYdxFn,en,0.0,0.0,3
205,205,2021-06-13 23:40:11 India Standard Time,dayaofficial4,Covid 19 pendmic #Covid_19 #coviedpendmic #coronavirus  https://t.co/lI8ZcgnGm1,en,0.0,0.0,1
206,206,2021-06-13 23:37:16 India Standard Time,jnuabhishek,"Pakistan's #MangoDiplomacy found no takers in several countries, including the #UnitedStates and #China, which declined to accept the fruits citing their coronavirus quarantine regulations. Via @htTweets.  @ImranKhanPTI @MaryamNSharif @BBhuttoZardari  https://t.co/mNYHICrQvV",en,0.0,3.0,2
207,207,2021-06-13 23:32:47 India Standard Time,rashidhasanuni,Self-confessed aviation geek Nik Sennhauser misses air travel so much that he is recreating the inflight meals he once enjoyed to remind him of good times before the #CoronaPandemic #coronavirus   https://t.co/YDIPCvIXI0,en,0.0,0.0,1
208,208,2021-06-13 23:29:13 India Standard Time,kukyannithesh,Everyone are waiting for this lockdown to open........ Even corona virus waiting for the same.....,en,0.0,0.0,1
