,tweet,language,hastags,attherate,urls,tokenized_Tweet
49,TOI Edit Page : Covid year in review: Four areas where India acquitted itself well during the worldwide pandemic crisis  https://t.co/aTamPkYzxM,en,[],[],['https://t.co/aTamPkYzxM'],"['TOI', 'Edit', 'Page', 'Covid', 'year', 'in', 'review', 'Four', 'areas', 'where', 'India', 'acquitted', 'itself', 'well', 'during', 'the', 'worldwide', 'pandemic', 'crisis', 'https', 't.co/aTamPkYzxM']"
50,the security was nice enough to let me take pics of the place but it’s closed rn cuz of covid :( i literally felt like i was in another world  https://t.co/0I2LZTjmYl,en,[],[],['https://t.co/0I2LZTjmYl'],"['the', 'security', 'was', 'nice', 'enough', 'to', 'let', 'me', 'take', 'pics', 'of', 'the', 'place', 'but', 'it', '’', 's', 'closed', 'rn', 'cuz', 'of', 'covid', 'i', 'literally', 'felt', 'like', 'i', 'was', 'in', 'another', 'world', 'https', 't.co/0I2LZTjmYl']"
51,@Asad_Umar Please close Schools And Colleges in Chiniot And Jhang as Covid Cases are increasing day by day.... People are not following any Sops....No social distancing. @Shafqat_Mahmood  @DrMuradPTI  @NCOC_Official @Asad_Umar,en,[],"['@Asad_Umar', '@Shafqat_Mahmood', '@DrMuradPTI', '@NCOC_Official', '@Asad_Umar']",[],"['Asad_Umar', 'Please', 'close', 'Schools', 'And', 'Colleges', 'in', 'Chiniot', 'And', 'Jhang', 'as', 'Covid', 'Cases', 'are', 'increasing', 'day', 'by', 'day', 'People', 'are', 'not', 'following', 'any', 'Sops', 'No', 'social', 'distancing', 'Shafqat_Mahmood', 'DrMuradPTI', 'NCOC_Official', 'Asad_Umar']"
52,Congratulations @subodhagarwal Ji. This is really very kind work you have done during COVID. @ZeeNews @ashokgehlot51 @DrBDKalla @PSKhachariyawas @RajSampark,en,[],"['@subodhagarwal', '@ZeeNews', '@ashokgehlot51', '@DrBDKalla', '@PSKhachariyawas', '@RajSampark']",[],"['Congratulations', 'subodhagarwal', 'Ji', 'This', 'is', 'really', 'very', 'kind', 'work', 'you', 'have', 'done', 'during', 'COVID', 'ZeeNews', 'ashokgehlot51', 'DrBDKalla', 'PSKhachariyawas', 'RajSampark']"
53,@_VIDHUSHAK Covid,en,[],['@_VIDHUSHAK'],[],"['VIDHUSHAK', 'Covid']"
54,"Total Covid Cases till date :  US : 31,175,882  Brazil : 12,753,258 India : 12,753,258  and CHINA : 90,217  Source : Worldometer !   And apparently it all started in Wuhan  #WuhanVirus",en,['#WuhanVirus'],[],[],"['Total', 'Covid', 'Cases', 'till', 'date', 'US', '31,175,882', 'Brazil', '12,753,258', 'India', '12,753,258', 'and', 'CHINA', '90,217', 'Source', 'Worldometer', 'And', 'apparently', 'it', 'all', 'started', 'in', 'Wuhan', 'WuhanVirus']"
55,"Of vaccines for which we created gaga and did publicity during elections?Are we not ready infrastructure wise even after 1year of COVID-19 that we are talking about lockdown. Lockdown is not solution,we need solution.@narendramodi @AmitShah @drharshvardhan #nightcurfew #COVID19",en,"['#nightcurfew', '#COVID19']","['@AmitShah', '@drharshvardhan']",[],"['Of', 'vaccines', 'for', 'which', 'we', 'created', 'gaga', 'and', 'did', 'publicity', 'during', 'elections', 'Are', 'we', 'not', 'ready', 'infrastructure', 'wise', 'even', 'after', '1year', 'of', 'COVID-19', 'that', 'we', 'are', 'talking', 'about', 'lockdown', 'Lockdown', 'is', 'not', 'solution', 'we', 'need', 'solution', 'narendramodi', 'AmitShah', 'drharshvardhan', 'nightcurfew', 'COVID19']"
56,I just don't understand the point of spending billions in producing COVID-19 vaccine if we are not able to control the virus even after 1year. We are talking about imposing lockdown and in few states it's already imposed.Then what was the point of readines and production 1/2,en,[],[],[],"['I', 'just', 'do', ""n't"", 'understand', 'the', 'point', 'of', 'spending', 'billions', 'in', 'producing', 'COVID-19', 'vaccine', 'if', 'we', 'are', 'not', 'able', 'to', 'control', 'the', 'virus', 'even', 'after', '1year', 'We', 'are', 'talking', 'about', 'imposing', 'lockdown', 'and', 'in', 'few', 'states', 'it', ""'s"", 'already', 'imposed.Then', 'what', 'was', 'the', 'point', 'of', 'readines', 'and', 'production', '1/2']"
57,@ThatDjVega But that’s kinda always been a thing since before COVID.,en,[],['@ThatDjVega'],[],"['ThatDjVega', 'But', 'that', '’', 's', 'kinda', 'always', 'been', 'a', 'thing', 'since', 'before', 'COVID']"
58,@uditprakash  And sir university is forcing us to give undertaking that mentions that university will not be responsible if anyone becomes covid positive &amp; no provision for students who miss their exams due to some emergency. Kind request Sir pls look into this matter...,en,[],['@uditprakash'],[],"['uditprakash', 'And', 'sir', 'university', 'is', 'forcing', 'us', 'to', 'give', 'undertaking', 'that', 'mentions', 'that', 'university', 'will', 'not', 'be', 'responsible', 'if', 'anyone', 'becomes', 'covid', 'positive', 'amp', 'no', 'provision', 'for', 'students', 'who', 'miss', 'their', 'exams', 'due', 'to', 'some', 'emergency', 'Kind', 'request', 'Sir', 'pls', 'look', 'into', 'this', 'matter']"
59,Alhamdulillah got my 2nd dose of Covid 19 vaccine 2 days ago ✨  https://t.co/tIi5TNwTZ9,en,[],[],['https://t.co/tIi5TNwTZ9'],"['Alhamdulillah', 'got', 'my', '2nd', 'dose', 'of', 'Covid', '19', 'vaccine', '2', 'days', 'ago', '✨', 'https', 't.co/tIi5TNwTZ9']"
60,A beautiful and self exploratory message... #WearAMask  #Covid_19  https://t.co/mStNaciISa,en,"['#WearAMask', '#Covid_19']",[],['https://t.co/mStNaciISa'],"['A', 'beautiful', 'and', 'self', 'exploratory', 'message', 'WearAMask', 'Covid_19', 'https', 't.co/mStNaciISa']"
61,Jay Hind....🇮🇳🇮🇳🇮🇳  #upsc #ias #ips #ifs #irs #ies #upscexam #iasofficer #ipsofficer #ssc #gk #bpsc #kpsc #ukpsc #MBBS #iasmotivation #gpsc #mpsc #mp #crpf #Bihar #Punjabi #IPL2021 #Covid_19 #lbsnaa #ARMY #Delhi #India  #Modi #study #student #college ❤️ Like ➡️Comment  💚follow  https://t.co/XjnfvP7k1G,en,"['#upsc', '#ias', '#ips', '#ifs', '#irs', '#ies', '#upscexam', '#iasofficer', '#ipsofficer', '#ssc', '#gk', '#bpsc', '#kpsc', '#ukpsc', '#MBBS', '#iasmotivation', '#gpsc', '#mpsc', '#mp', '#crpf', '#Bihar', '#Punjabi', '#IPL2021', '#Covid_19', '#lbsnaa', '#ARMY', '#Delhi', '#India', '#Modi', '#study', '#student', '#college']",[],['https://t.co/XjnfvP7k1G'],"['Jay', 'Hind', '🇮🇳🇮🇳🇮🇳', 'upsc', 'ias', 'ips', 'ifs', 'irs', 'ies', 'upscexam', 'iasofficer', 'ipsofficer', 'ssc', 'gk', 'bpsc', 'kpsc', 'ukpsc', 'MBBS', 'iasmotivation', 'gpsc', 'mpsc', 'mp', 'crpf', 'Bihar', 'Punjabi', 'IPL2021', 'Covid_19', 'lbsnaa', 'ARMY', 'Delhi', 'India', 'Modi', 'study', 'student', 'college', '❤️', 'Like', '➡️Comment', '💚follow', 'https', 't.co/XjnfvP7k1G']"
62,Kindly someone explain the paradox of millions collecting in one place and the super surge of covid 19 infection. The government am sure must be aware.,en,[],[],[],"['Kindly', 'someone', 'explain', 'the', 'paradox', 'of', 'millions', 'collecting', 'in', 'one', 'place', 'and', 'the', 'super', 'surge', 'of', 'covid', '19', 'infection', 'The', 'government', 'am', 'sure', 'must', 'be', 'aware']"
63,@uditprakash  And sir college administration is justifying by saying we are following all covid precautions as prescribed by govt . Few days back only examination of some students was held and it can be seen no such rules were followed.  https://t.co/xOUnOcEvXi,en,[],['@uditprakash'],['https://t.co/xOUnOcEvXi'],"['uditprakash', 'And', 'sir', 'college', 'administration', 'is', 'justifying', 'by', 'saying', 'we', 'are', 'following', 'all', 'covid', 'precautions', 'as', 'prescribed', 'by', 'govt', 'Few', 'days', 'back', 'only', 'examination', 'of', 'some', 'students', 'was', 'held', 'and', 'it', 'can', 'be', 'seen', 'no', 'such', 'rules', 'were', 'followed', 'https', 't.co/xOUnOcEvXi']"
64,Covid advisory panel wants Ekushey Book Fair closed to curb transmission  https://t.co/czBx0OsydN,en,[],[],['https://t.co/czBx0OsydN'],"['Covid', 'advisory', 'panel', 'wants', 'Ekushey', 'Book', 'Fair', 'closed', 'to', 'curb', 'transmission', 'https', 't.co/czBx0OsydN']"
65,Jay Hind....🇮🇳🇮🇳🇮🇳  #upsc #ias #ips #ifs #irs #ies #upscexam #iasofficer #ipsofficer #ssc #gk #bpsc #kpsc #ukpsc #MBBS #iasmotivation #gpsc #mpsc #mp #crpf #Bihar #Punjabi #IPL2021 #Covid_19 #lbsnaa #ARMY #Delhi #India  #Modi #study #student #college ❤️ Like ➡️Comment  💚follow  https://t.co/0BnLs4VBhL,en,"['#upsc', '#ias', '#ips', '#ifs', '#irs', '#ies', '#upscexam', '#iasofficer', '#ipsofficer', '#ssc', '#gk', '#bpsc', '#kpsc', '#ukpsc', '#MBBS', '#iasmotivation', '#gpsc', '#mpsc', '#mp', '#crpf', '#Bihar', '#Punjabi', '#IPL2021', '#Covid_19', '#lbsnaa', '#ARMY', '#Delhi', '#India', '#Modi', '#study', '#student', '#college']",[],['https://t.co/0BnLs4VBhL'],"['Jay', 'Hind', '🇮🇳🇮🇳🇮🇳', 'upsc', 'ias', 'ips', 'ifs', 'irs', 'ies', 'upscexam', 'iasofficer', 'ipsofficer', 'ssc', 'gk', 'bpsc', 'kpsc', 'ukpsc', 'MBBS', 'iasmotivation', 'gpsc', 'mpsc', 'mp', 'crpf', 'Bihar', 'Punjabi', 'IPL2021', 'Covid_19', 'lbsnaa', 'ARMY', 'Delhi', 'India', 'Modi', 'study', 'student', 'college', '❤️', 'Like', '➡️Comment', '💚follow', 'https', 't.co/0BnLs4VBhL']"
66,It's important that the public too take over the responsibility of bringing down the #coronavirus count. We start with self and ensure everyone around us  follow the Covid precautions.  Let us show the Spirit of Mumbai. Together we can #Mumbai...,en,"['#coronavirus', '#Mumbai...']",[],[],"['It', ""'s"", 'important', 'that', 'the', 'public', 'too', 'take', 'over', 'the', 'responsibility', 'of', 'bringing', 'down', 'the', 'coronavirus', 'count', 'We', 'start', 'with', 'self', 'and', 'ensure', 'everyone', 'around', 'us', 'follow', 'the', 'Covid', 'precautions', 'Let', 'us', 'show', 'the', 'Spirit', 'of', 'Mumbai', 'Together', 'we', 'can', 'Mumbai']"
67,"@rblbank @rblbank @rblbank Good night sir"" me covid 19 positive. Me credit card payment dely .me financely disturb sir .but payment collection boy matainly hurssment .sir pay partly me sour every months .full payment not possible.",en,[],"['@rblbank', '@rblbank', '@rblbank']",[],"['rblbank', 'rblbank', 'rblbank', 'Good', 'night', 'sir', 'me', 'covid', '19', 'positive', 'Me', 'credit', 'card', 'payment', 'dely', 'me', 'financely', 'disturb', 'sir', 'but', 'payment', 'collection', 'boy', 'matainly', 'hurssment', 'sir', 'pay', 'partly', 'me', 'sour', 'every', 'months', 'full', 'payment', 'not', 'possible']"
68,"If your child is having difficulty remembering skills they had mastered before COVID-19, such as toilet training and sleeping, they are not alone.  Check out our advice on how you can help your family navigate these challenges together.",en,[],[],[],"['If', 'your', 'child', 'is', 'having', 'difficulty', 'remembering', 'skills', 'they', 'had', 'mastered', 'before', 'COVID-19', 'such', 'as', 'toilet', 'training', 'and', 'sleeping', 'they', 'are', 'not', 'alone', 'Check', 'out', 'our', 'advice', 'on', 'how', 'you', 'can', 'help', 'your', 'family', 'navigate', 'these', 'challenges', 'together']"
69,"@sumanchalissery U must have RTPCR test report from ur home state . Ivide enter cheyyunathinu oru 45-50 km munne they will check our report . If we are COVID negative , no test will be conducted and will give use this slip 😁 Athanu entry card 😜",en,[],['@sumanchalissery'],[],"['sumanchalissery', 'U', 'must', 'have', 'RTPCR', 'test', 'report', 'from', 'ur', 'home', 'state', 'Ivide', 'enter', 'cheyyunathinu', 'oru', '45-50', 'km', 'munne', 'they', 'will', 'check', 'our', 'report', 'If', 'we', 'are', 'COVID', 'negative', 'no', 'test', 'will', 'be', 'conducted', 'and', 'will', 'give', 'use', 'this', 'slip', '😁', 'Athanu', 'entry', 'card', '😜']"
70,Despite increase in covid-19 cases. Youth services and sports Pulwama  is organising programs which involve gathering. Such programs should be called off right now. Many schools have been closed after covid-19 cases reported.,en,[],[],[],"['Despite', 'increase', 'in', 'covid-19', 'cases', 'Youth', 'services', 'and', 'sports', 'Pulwama', 'is', 'organising', 'programs', 'which', 'involve', 'gathering', 'Such', 'programs', 'should', 'be', 'called', 'off', 'right', 'now', 'Many', 'schools', 'have', 'been', 'closed', 'after', 'covid-19', 'cases', 'reported']"
71,"@governorswaraj @Hemang_1 Yes, everyone bounce back.I lost my job during lockdown as I was working with China-based company &amp; it shut down its India operations. In between I fought with COVID as well. After struggling a lot I got my dream job with one of India’s leading IT companies.",en,[],"['@governorswaraj', '@Hemang_1']",[],"['governorswaraj', 'Hemang_1', 'Yes', 'everyone', 'bounce', 'back.I', 'lost', 'my', 'job', 'during', 'lockdown', 'as', 'I', 'was', 'working', 'with', 'China-based', 'company', 'amp', 'it', 'shut', 'down', 'its', 'India', 'operations', 'In', 'between', 'I', 'fought', 'with', 'COVID', 'as', 'well', 'After', 'struggling', 'a', 'lot', 'I', 'got', 'my', 'dream', 'job', 'with', 'one', 'of', 'India', '’', 's', 'leading', 'IT', 'companies']"
72,"I'm at Covid-19 Vaccine Center in Al Mubarraz, Ash Sharqiyah  https://t.co/XEOEw5syUP",en,[],[],['https://t.co/XEOEw5syUP'],"['I', ""'m"", 'at', 'Covid-19', 'Vaccine', 'Center', 'in', 'Al', 'Mubarraz', 'Ash', 'Sharqiyah', 'https', 't.co/XEOEw5syUP']"
73,We r not convinced with fees charged by school when already it’s COVID-19 panadamic period.. we r facing loses in our income sources.Schools last year fees already to high because it’s only online education provided by them. Still they want to increase fee.@DPSSurat @PMOIndia,en,[],['@PMOIndia'],[],"['We', 'r', 'not', 'convinced', 'with', 'fees', 'charged', 'by', 'school', 'when', 'already', 'it', '’', 's', 'COVID-19', 'panadamic', 'period', 'we', 'r', 'facing', 'loses', 'in', 'our', 'income', 'sources.Schools', 'last', 'year', 'fees', 'already', 'to', 'high', 'because', 'it', '’', 's', 'only', 'online', 'education', 'provided', 'by', 'them', 'Still', 'they', 'want', 'to', 'increase', 'fee', 'DPSSurat', 'PMOIndia']"
74,"Black Hat #SEO isn’t illegal, it does only violate #webmaster guidelines set by search engines. Stay aware about your business and don't be a part of April Fool.  #aprilfools #april #aprilfoolsday #memes #aprilfool #corona #stayhome #digitalmarketing #covid #prank #funny #love  https://t.co/SOWjJhW5WR",en,"['#SEO', '#webmaster', '#aprilfools', '#april', '#aprilfoolsday', '#memes', '#aprilfool', '#corona', '#stayhome', '#digitalmarketing', '#covid', '#prank', '#funny', '#love']",[],['https://t.co/SOWjJhW5WR'],"['Black', 'Hat', 'SEO', 'isn', '’', 't', 'illegal', 'it', 'does', 'only', 'violate', 'webmaster', 'guidelines', 'set', 'by', 'search', 'engines', 'Stay', 'aware', 'about', 'your', 'business', 'and', 'do', ""n't"", 'be', 'a', 'part', 'of', 'April', 'Fool', 'aprilfools', 'april', 'aprilfoolsday', 'memes', 'aprilfool', 'corona', 'stayhome', 'digitalmarketing', 'covid', 'prank', 'funny', 'love', 'https', 't.co/SOWjJhW5WR']"
75,"@SBICard_Connect @SBICard_Connect @ Good night sir ""me covid 19 positive. Me credit card payment dely .me financely disturb sir .but payment collection boy matainly hurssment .sir pay partly me sour every months .full payment not possible.",en,[],"['@SBICard_Connect', '@SBICard_Connect', '@']",[],"['SBICard_Connect', 'SBICard_Connect', 'Good', 'night', 'sir', 'me', 'covid', '19', 'positive', 'Me', 'credit', 'card', 'payment', 'dely', 'me', 'financely', 'disturb', 'sir', 'but', 'payment', 'collection', 'boy', 'matainly', 'hurssment', 'sir', 'pay', 'partly', 'me', 'sour', 'every', 'months', 'full', 'payment', 'not', 'possible']"
76,Spreading Awareness  Regarding COVID VACCINE  in Our Ward 8 Dabholi-Singanpore  https://t.co/maGZML3WXN,en,[],[],['https://t.co/maGZML3WXN'],"['Spreading', 'Awareness', 'Regarding', 'COVID', 'VACCINE', 'in', 'Our', 'Ward', '8', 'Dabholi-Singanpore', 'https', 't.co/maGZML3WXN']"
77,"Please god may we not have to write new versions of stories we already wrote last year, on lack of access to covid tests, hospital beds, oxygen, meds, people's inability to pay hospital bills, non covid patients losing healthcare.... etc etc x infinity."": prayer 🙏",en,[],[],[],"['Please', 'god', 'may', 'we', 'not', 'have', 'to', 'write', 'new', 'versions', 'of', 'stories', 'we', 'already', 'wrote', 'last', 'year', 'on', 'lack', 'of', 'access', 'to', 'covid', 'tests', 'hospital', 'beds', 'oxygen', 'meds', 'people', ""'s"", 'inability', 'to', 'pay', 'hospital', 'bills', 'non', 'covid', 'patients', 'losing', 'healthcare', 'etc', 'etc', 'x', 'infinity', 'prayer', '🙏']"
78,@chrisdysonHT Hope you feel better soon and it doesn't turn out to be covid,en,[],['@chrisdysonHT'],[],"['chrisdysonHT', 'Hope', 'you', 'feel', 'better', 'soon', 'and', 'it', 'does', ""n't"", 'turn', 'out', 'to', 'be', 'covid']"
79,"The mortality rate due to COVID is going to shoot through the roof very soon. It’s an unbelievably scary situation in Mumbai and Navi Mumbai. Many will pay the price for their casual attitude towards the pandemic, and the state government for its many questionable decisions.",en,[],[],[],"['The', 'mortality', 'rate', 'due', 'to', 'COVID', 'is', 'going', 'to', 'shoot', 'through', 'the', 'roof', 'very', 'soon', 'It', '’', 's', 'an', 'unbelievably', 'scary', 'situation', 'in', 'Mumbai', 'and', 'Navi', 'Mumbai', 'Many', 'will', 'pay', 'the', 'price', 'for', 'their', 'casual', 'attitude', 'towards', 'the', 'pandemic', 'and', 'the', 'state', 'government', 'for', 'its', 'many', 'questionable', 'decisions']"
80,#BreakingNews 381 #COVID19 cases in Gurugram situation set to worsen. Don't wate to be told but go #MaskUp get #vaccine and practise #SocialDistancing . @DC_Gurugram #Covid_19 #CoronavirusPandemic @COVID19_INDIA @COVIDNewsByMIB @coronaviruscare  https://t.co/jSg7QW7G43,en,"['#BreakingNews', '#COVID19', '#MaskUp', '#vaccine', '#SocialDistancing', '#Covid_19', '#CoronavirusPandemic']","['@DC_Gurugram', '@COVID19_INDIA', '@COVIDNewsByMIB', '@coronaviruscare']",['https://t.co/jSg7QW7G43'],"['BreakingNews', '381', 'COVID19', 'cases', 'in', 'Gurugram', 'situation', 'set', 'to', 'worsen', 'Do', ""n't"", 'wate', 'to', 'be', 'told', 'but', 'go', 'MaskUp', 'get', 'vaccine', 'and', 'practise', 'SocialDistancing', 'DC_Gurugram', 'Covid_19', 'CoronavirusPandemic', 'COVID19_INDIA', 'COVIDNewsByMIB', 'coronaviruscare', 'https', 't.co/jSg7QW7G43']"
81,"Eligible people should get themselves vaccinated at earliest, but then also keep following Covid health protocol.   #LargestVaccineDrive   @drharshvardhan  @DrHVoffice  @MoHFW_INDIA",en,['#LargestVaccineDrive'],"['@drharshvardhan', '@DrHVoffice', '@MoHFW_INDIA']",[],"['Eligible', 'people', 'should', 'get', 'themselves', 'vaccinated', 'at', 'earliest', 'but', 'then', 'also', 'keep', 'following', 'Covid', 'health', 'protocol', 'LargestVaccineDrive', 'drharshvardhan', 'DrHVoffice', 'MoHFW_INDIA']"
82,"A Covid vaccine in capsule form soon, to be co-developed by India’s Premas Biotech  @ChandnaHimani reports  #ThePrintHealth   https://t.co/QzaKTRP90F",en,['#ThePrintHealth'],['@ChandnaHimani'],['https://t.co/QzaKTRP90F'],"['A', 'Covid', 'vaccine', 'in', 'capsule', 'form', 'soon', 'to', 'be', 'co-developed', 'by', 'India', '’', 's', 'Premas', 'Biotech', 'ChandnaHimani', 'reports', 'ThePrintHealth', 'https', 't.co/QzaKTRP90F']"
