,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Username,Retweets
93,2021-06-07 03:04:08 India Standard Time,moriya_ichigo,"Hi-so clubbing, Covid explosion: Krystal clear  https://t.co/w5jN0gapnW",en,0.0,0.0,0,,
94,2021-06-07 02:56:03 India Standard Time,tranthudung2,Sale is small deal ! Wearing it is big deal ! Cause don't know on heaven have this beautiful handmade like this ? 🌬🌬😂🤣😹😹😹  Wearing it right now cause if tomorow I died by Covid china my soul ghost already knew how is beauty handmade 🌬😂🤣🤢😷 #madebyme  https://t.co/LvqwTiOTa6,en,0.0,0.0,1,,
95,2021-06-07 02:52:27 India Standard Time,tranthudung2,Eat luxury a meal ! If tomorow died by Covid china ! My soul ghost knew how is the tiger praw shrimp 😂🤣🌬🌬🌬🌬🌬🍻🍺😹😹😹😹😁 #cookbyme  https://t.co/QmcO6qwH35,en,0.0,0.0,1,,
96,2021-06-07 02:51:16 India Standard Time,thebhunesh,"Free WiFi should be for Hyderabad only, not Karachi. @SindhGovt1 needs to work on Hyd's infrastructure to turn this city into Sindh's IT Hub. Covid has proved that IT is the future &amp; will help states in their economy - more jobs, more revenue,better connectivity across the prvnc.  https://t.co/GxGfBcDtI0",en,1.0,0.0,2,,
97,2021-06-10 05:27:59 India Standard Time,sohaira_hj,Hi i have covid,en,0.0,0.0,0,,
98,2021-06-10 05:22:27 India Standard Time,nisnm,"Oncall Covid ICU nye esok, harini dah precall blues 😞",in,0.0,0.0,0,,
99,2021-06-10 05:21:44 India Standard Time,cryptocompass7,@WClementeIII @glassnode I think #bitcoin FUD has peaked out.  boomers in Singapore have started to short #bitcoin out of boredom being cooped up at home (Singapore is in covid lockdown).  This dude ran for presidency a few years ago  https://t.co/83ZWWNAdYP,en,1.0,0.0,3,,
100,2021-06-10 05:16:27 India Standard Time,rozmalmalakan,"Pesakit dengan kadar gula dalam darah tinggi yang tidak normal, mungkin dua kali ganda berisiko maut akibat COVID-19, kata penyelidik di China, hari ini.  ***** ""Kurangkan manis dalam minuman serta makanan, lebihkan manis dalam senyuman""   https://t.co/MABfeohbLa",in,0.0,0.0,0,,
101,2021-06-10 05:08:02 India Standard Time,skvandor,Monsoon. COVID. Double whammy in India's Maximum City right now.   #Bombay #Tarpaulin #Art #Design #Creativity #Photoshop  https://t.co/v52insWrIp,en,0.0,0.0,0,,
102,2021-06-10 05:01:02 India Standard Time,sulinglincna,"Do you know what 95% vaccine efficacy means for you? Hint: No, doesn’t mean you now have a 5% chance of catching #covid compared to not being vaccinated.",en,1.0,0.0,1,,
103,2021-06-10 05:00:53 India Standard Time,nh_nh_,"@CNNIndonesia Ingat covid-19 masih belum juga reda. Tingkatkan imunitas tubuh dengan meminum Qust al Hindi. InsyaAllah, telah banyak yang merasakan manfaatnya.   Pesan di WA: 0811684351  PROMO, kalau beli 3 botol, gratis ongkos kirim.  https://t.co/MtwPT43JqG",in,0.0,0.0,2,,
104,2021-06-10 04:57:37 India Standard Time,skvandor,NFT worthy?   #5amArt #Bombay #Monsoons #covid_19 #Tarpaulins #Design #Photoshop #artistsoninstagram @ Pali Hills Bandra West  https://t.co/Ud6mxMeeXI,en,0.0,0.0,0,,
105,2021-06-10 04:41:03 India Standard Time,mrlamba5,@cmohry Hello CM Sir I am covid 19 patient and corona frontline worker also now I am home Quarantine so how can I boost my immunity after awakening the whole night here is daily a power cut between 10PM-5AM. You and the Govt doing a lot better in all fields plz do the needful,en,1.0,0.0,0,,
106,2021-06-10 04:33:12 India Standard Time,khazransays,In Pakistan we are developing a Covid-19 legacy to end poverty and drive health for all. Via @Telegraph  #COVID19    https://t.co/xawgpXYTKU,en,0.0,0.0,0,,
107,2021-06-10 04:33:06 India Standard Time,trendsmetadata,"50K+ #Google searches 4 Delta variant 7h old  https://t.co/mndK88w3hQ  https://t.co/hz7EoDPNwW  #India 🌅 5:30 🌆 18:57 IST #Covid #India 06/08/2021 New Cases 17DMA 145,079 Δ-34.7% New Deaths 17DMA 3,281 Δ-12.3%  https://t.co/wNakHc5iyT",ca,0.0,0.0,0,,
108,2021-06-10 04:15:25 India Standard Time,cipher_rr,No covid their? I can see no face mark🤔🤭,en,0.0,0.0,0,,
109,2021-06-10 03:22:02 India Standard Time,sipgrab,Valneva completes Phase 3 trial recruitment for its inactivated COVID-19 vaccine candidate  https://t.co/sTXSy3QHru #Nifty #sipgrab,en,0.0,0.0,0,,
110,2021-06-10 03:10:53 India Standard Time,munadas85679377,"@Naveen_Odisha Dear sir I am laxmi narayan dash from jeypore koraput, due to the current pandemic of covid I lost my job  . Request to you sir kindly help my elder daughter to admission govt school std 6th.She was in private school they wants due 2 month fees for tc.",en,0.0,0.0,0,,
111,2021-06-10 03:02:29 India Standard Time,munadas85679377,"@PMOIndia @narendramodi Dear Sir my name is laxmi narayan dash from jeypore ,koraput,odisha Sir due to the pandemic of covid I lost my job ,we are 5 numbers of family members including 2 kids ,I leaving in a rental house . Due to financial problem I unable to give admission for my elder daughter.",en,0.0,0.0,0,,
112,2021-06-10 03:02:20 India Standard Time,drwaheedmiraj,COVID-19: Delta variant in China leads to sticker lockdown in Guangzhou city of China.  https://t.co/cK34dth35z,en,0.0,0.0,0,,
113,2021-06-10 02:42:26 India Standard Time,khaleeqrahman,"URGENT JEDDAH   I have received a request from Mr Amaer Ibrahim Mob: 0500749610 Jeddah, Al Rehab Dist whose mother is in ICU due to COVID. They are in need of Remdesevir injection in Jeddah. Would appreciate if @IndianEmbRiyadh @CGIJeddah can facilitate this request. Thanks",en,3.0,4.0,21,,
114,2021-06-10 02:41:57 India Standard Time,asdrs96,Thankyou for all the warm wishes and doa daripada semua. Doakan kami berlima cepat sembuh and lawan this covid.,in,0.0,0.0,0,,
115,2021-06-10 02:37:20 India Standard Time,sebastiancala,"Hay q confundir al Covid. Antes atacaba a las 9 en París, pero gracias a las geniales medidas del gobierno, hacían toque d queda para q no encuentre a nadie. Ahora el Covid recién sale a las 11 En un par d semanas se aburre, no sale mas y se termina la pandemia #rolandgarros2021",es,7.0,3.0,43,,
116,2021-06-10 02:27:56 India Standard Time,everytayph,P'@Tawan_V talks about his experience having COVID-19.   https://t.co/OwW2maMc6q  #tawan_v  English translation 👇,en,1.0,0.0,1,,
117,2021-06-10 02:17:34 India Standard Time,sipgrab,U.S. is in discussions with Moderna on buying Covid vaccine doses for other nations  https://t.co/RZtAvz8B1Y #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0,,
118,2021-06-10 02:13:26 India Standard Time,swarupbaba,Post covid syndrome probably... sleepless nights... 😳  https://t.co/dHLq9XOFUd,en,0.0,0.0,1,,
119,2021-06-10 02:05:36 India Standard Time,krishna_shanaya,@bsesdelhi There is no power from last 3 hours. Is there any strong reason in this COVID time.,en,1.0,1.0,1,,
120,2021-06-10 02:05:16 India Standard Time,_rodahidup,"Malaysia, Taiwan say deliveries of Thai-made AstraZeneca COVID-19 vaccines delayed   https://t.co/a6d9MInJD9",en,0.0,0.0,0,,
121,2021-06-10 01:55:13 India Standard Time,kichu_chirps,At the end of the Covid pandemic its essential to trim down intl air travel to Kerala.Diplomatically its a challenge considering the stakeholders but what option do we have when youngsters from the state end up in terror camps of ISIS etc..We have no other option.,en,1.0,0.0,0,,
122,2021-06-10 01:55:13 India Standard Time,madhusurvi,Support Bharani Chandra Munigalla To Fight COVID &amp; Lung Infection  https://t.co/zKq28CGusw,en,0.0,0.0,0,,
123,2021-06-10 01:45:42 India Standard Time,ganeshpalve12,"I want to tell you that Currently, the incidence of covid-19 is on the rise in the entire district of Maharashtra. Due to frequent Lockdown announced by the government, many parents lost their jobs &amp; in other hand Examination fees at Government Engineering College Chandrapur",en,1.0,0.0,5,,
124,2021-06-10 01:42:32 India Standard Time,suneja_yuvraj,"Mucormycosis is a loophole in COViD, many questions can be answered if we find the real reason behind its epidemic spread during COViD  @WHO @US_FDA @ICMRDELHI  #mucormicosis #CoronaPandemic",en,0.0,0.0,1,,
125,2021-06-10 01:33:45 India Standard Time,whymeali,@KnightRises_ Unbelievable but if it does happen then big credit to government for not only managing covid it so well but also for the crazy vaccination drive they're at it,en,0.0,0.0,0,,
126,2021-06-10 01:31:11 India Standard Time,alejojohnson,Morocco 🇲🇦 ranked low risk for travel by the United-States' 🇺🇲 Centers for Disease Control and Prevention #Morocco #Maroc #المغرب #Africa #NorthAfrica #US #USA #America #CDC @CDCgov #travel #tourism #COVID #COVID19  https://t.co/oRaIMMk4zf via @yabiladi_en,en,0.0,0.0,1,,
127,2021-06-10 01:27:16 India Standard Time,indiatribalct,Our volunteers went to villages deep inside the East Godavari distrct forest in Andhra Pradesh and distributed dry rations among the tribal families who are affected due to Covid pandemic. We planned to reach out to 450 families with dry rations for a week. #Covid19 #corona  https://t.co/v4fowPyy48,en,2.0,0.0,0,,
128,2021-06-10 01:26:25 India Standard Time,ramkrishna4494,"@dm_patna Ye sarahniye kary h ,bhot hi acchi shuruat pr mera ek suggestions h ki iss tarah ke centre patna me ek do aur khule kyo kyo ki yeha pressure aur katare jada h ,jisse covid ka v khtra hai .",hi,0.0,0.0,1,,
129,2021-06-10 01:20:45 India Standard Time,jatttmaula,This 2021 is not less than 2020  Covid is again and Lahore Qalanders are winning again.  #PSL2021,en,1.0,0.0,2,,
130,2021-06-10 01:15:52 India Standard Time,abhifour,"@sanjaymishra42 @RajatSethi86 @ArvindKejriwal @bsesdelhi My family has been living in Delhi when Brits ruled, lucky or unlucky is subjective/irrelevant. Production is surplus that doesn’t mean distribution is, which is under BSES. The way Kejriwal ignored COVID cases in MH &amp; Congress in DL, who is close to whom is pretty clear.",en,0.0,1.0,4,,
131,2021-06-10 01:12:02 India Standard Time,godfree1969,"Wth is this, I know some people who tested negative covid,but died because of it .",en,0.0,0.0,1,,
132,2021-06-10 01:04:34 India Standard Time,mindkrraft,AASHA HERBALS AND MAKEOVER STUDIO. Fully following Covid 19 protocols. By appointment only. #aashaherbals #makeup #skincare #bridal #spa #Products #Amway #councelling And special discounts on  #BOOKINGS Contact us for more information. #whatsapp r #telegram 9055431419. #jammu  https://t.co/FkEQac9Un0,en,0.0,1.0,1,,
133,2021-06-10 01:01:11 India Standard Time,dclowerchitral,ADC Lower Chitral Muhammad Hayat Shah also got his first Jab of Covid Vaccine today.   @OfficialNcoc  https://t.co/mB928Mloqa,en,0.0,0.0,2,,
134,2021-06-10 00:51:27 India Standard Time,twittemunna,"76th UN General Assembly session: ""Bangladesh elected vice-president"".Being a part of this event, I feel proud and it's a great experience for me as one of the member of the country delegation team from Bangladesh where representing the sivil society. it's online due to covid-19  https://t.co/k8brRu9b1T",en,0.0,0.0,0,,
135,2021-06-10 00:46:27 India Standard Time,manitheepank,@AthaudaDasuni Could you please clarify this death count? Are all 67 deaths occurred in this single day due to COVID19? Or confirmed due to COVID 19 today but occurred over a period in last week? Thank you,en,1.0,0.0,1,,
136,2021-06-10 00:44:29 India Standard Time,miandean,@BBCWorld Well done. We need more population after covid-19.,en,0.0,0.0,1,,
137,2021-06-10 00:42:29 India Standard Time,covidhomewarior,@PreetiChoudhry @AmarUjalaNews  @JagranNews @DailyNavajyoti @ReporterVikrant @ANI @ReporterAnkitG  Requesting you to address Urgent need of Covid HomeWarriors in  families 2 assist Remote Doc in Pandemic via NPs Instagram : covidhomewarrior #Covidhomewarrior  https://t.co/zLIC2qKTH5,en,0.0,0.0,0,,
138,2021-06-10 00:41:43 India Standard Time,hakymhusyn,"Bahaya ke tak ea. Setakat aku cuti 2 bulan ni sebab tak dapat gi offshore angakara COVID ni. Mak aku hari2 goreng fast food ke time sarapan, special menu untuk aku. Sosej fish ball kentang dll wajib mak aku goreng pagi2 untuk aku. Takot ada efek apa2 je dkt buah pinggang ni",in,0.0,0.0,1,,
139,2021-06-10 00:38:29 India Standard Time,wayssamie,8 days before our anniversary... Maybe we cant meet bcoz of rhis covid...😓,en,0.0,0.0,0,,
140,2021-06-10 00:36:43 India Standard Time,sec_thoddoo,✳️ COVID-19 Live Updates: 09/06/2021 Homes Under Monitoring  https://t.co/0Eku44px5v,en,0.0,0.0,0,,
141,2021-06-10 00:36:17 India Standard Time,sec_thoddoo,✳️ COVID-19 Live Updates: 09/06/2021  https://t.co/urk1kHTX7c,en,0.0,0.0,0,,
142,2021-06-10 00:35:08 India Standard Time,barunjha,"@amithpr Seems it's #BohotHard for genZ. What you say is stone age practice. Max calls I get are about ATM launches, new fund offers, donation of 100 odd covid kits, Rs 10 lakh csr, and even salon openings. And I don't blame kids. Problem is with their bosses and agency owners",en,1.0,0.0,0,,
143,2021-06-10 00:34:46 India Standard Time,jeiwmpbudgam,"@shahbazmirza9 @diprjk @dicbudgam Sir if a person has registered active  labour card in Budgam, then what he has to do to get such covid assisstance",en,0.0,0.0,0,,
144,2021-06-10 00:32:51 India Standard Time,jnbeuze,COVID or no COVID?  This is not the question in Yemen.  Too many other communicable diseases.  Too many other worries.  And no access to medical care.  #MaskOn  @WHOYemen @msf_yemen @ICRC_ye @JFCrisp @davidschneider @AhmadAlgohbary @samwrax @shireen818 @Afrahnasser @BShtwtr  https://t.co/iNhtwJUmih,en,0.0,3.0,20,,
145,2021-06-10 00:31:05 India Standard Time,sipgrab,U.S. to issue COVID-19 rule for healthcare workers on Thursday  https://t.co/D9mxqeg9lL #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0,,
146,2021-06-10 00:27:40 India Standard Time,mohamma76818536,Dear Sir I am employe Your Mrhfl Company as a legal adviser Sir I am 7 years work in this company. Sir last month i am sick in covid 19 infected. Sir my Superiors cut My May Month Salary. Sir pls I have Request,en,0.0,0.0,0,,
147,2021-06-10 00:25:03 India Standard Time,1harshdixit,@CMOfficeUP @Satishmahanaup @myogiadityanath @kanpurnagarpol do you want businesses to setup and run in Kanpur or not? We just setup business back in Mar. then hit with covid now when we are trying to overcome then facing issue with local administration. We are running night(1/2),en,2.0,0.0,0,,
148,2021-06-10 00:24:30 India Standard Time,srilankatweet,Last 7-days 344 COVID related deaths confirmed in #SriLanka. ⏺️June 9- 67 ⏺️June 8- 54 ⏺️June 7- 47 ⏺️June 6- 46 ⏺️June 5- 40 ⏺️June 4- 48 ⏺️June 3- 42 Stay Safe 🇱🇰 ! #COVID19LK #LKA #COVID19SL #StayHome  https://t.co/t0uBjxBjQ8,en,3.0,38.0,113,,
149,2021-06-10 00:19:12 India Standard Time,qameelm,@NaqiuZakaria Kemah qi tunggu abis covid aku nok follow mu masuk hutan 🤭,in,1.0,0.0,0,,
150,2021-06-10 00:15:17 India Standard Time,kuldip__gediya,Covid 19 Vaccination Mega Camp.  https://t.co/rEpYlZixSP,en,0.0,0.0,1,,
